organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000654123	0.17668	0.12576	Bacteria
UP000654257	0.09489	0.06965	Bacteria
UP000654279	0.04346	0.03351	Bacteria
UP000654482	0.09423	0.06494	Bacteria
UP000654670	0.07319	0.04221	Bacteria
UP000654741	0.09288	0.06191	Bacteria
UP000654947	0.18832	0.13789	Bacteria
UP000654993	0.07081	0.04558	Bacteria
UP000654998	0.08633	0.05635	Bacteria
UP000655044	0.1326	0.09752	Bacteria
UP000655208	0.1761	0.13697	Bacteria
UP000655226	0.09082	0.06273	Bacteria
UP000655287	0.1362	0.10747	Bacteria
UP000655366	0.12214	0.09325	Bacteria
UP000655420	0.07692	0.05499	Bacteria
UP000655443	0.17257	0.11842	Bacteria
UP000655589	0.12276	0.09987	Bacteria
UP000655751	0.10766	0.08473	Bacteria
UP000655830	0.04253	0.02961	Bacteria
UP000655868	0.09033	0.06654	Bacteria
UP000655907	0.09661	0.07408	Bacteria
UP000656042	0.13598	0.10369	Bacteria
UP000656051	0.11239	0.07356	Bacteria
UP000656244	0.05612	0.04475	Bacteria
UP000656440	0.06603	0.04598	Bacteria
UP000656500	0.06728	0.04168	Bacteria
UP000656732	0.16359	0.12136	Bacteria
UP000656804	0.10229	0.0787	Bacteria
UP000656813	0.07247	0.04185	Bacteria
UP000656998	0.11757	0.07448	Bacteria
UP000657006	0.07459	0.04063	Bacteria
UP000657177	0.04255	0.02925	Bacteria
UP000657382	0.05829	0.03833	Bacteria
UP000657385	0.12723	0.10836	Bacteria
UP000657574	0.16581	0.11215	Bacteria
UP000657592	0.10532	0.08207	Bacteria
UP000658199	0.11118	0.07891	Bacteria
UP000658225	0.07128	0.03824	Bacteria
UP000658278	0.09872	0.07232	Bacteria
UP000658320	0.15356	0.11095	Bacteria
UP000658382	0.08029	0.04939	Bacteria
UP000658476	0.08531	0.07021	Bacteria
UP000658613	0.14067	0.11658	Bacteria
UP000658656	0.10911	0.07744	Bacteria
UP000658924	0.09868	0.0667	Bacteria
UP000658935	0.13132	0.08976	Bacteria
UP000659047	0.08035	0.04769	Bacteria
UP000659248	0.1164	0.07581	Bacteria
UP000659388	0.06114	0.04282	Bacteria
UP000659630	0.05566	0.0412	Bacteria
UP000659660	0.1099	0.07598	Bacteria
UP000660053	0.05677	0.04503	Bacteria
UP000660110	0.08836	0.06061	Bacteria
UP000660339	0.11369	0.08149	Bacteria
UP000660611	0.11402	0.08635	Bacteria
UP000660668	0.09228	0.06874	Bacteria
UP000660680	0.11768	0.08077	Bacteria
UP000660745	0.10733	0.07818	Bacteria
UP000660801	0.05922	0.05399	Bacteria
UP000660803	0.0971	0.06646	Bacteria
UP000660861	0.05841	0.04338	Bacteria
UP000660862	0.04926	0.03702	Bacteria
UP000661179	0.108	0.07933	Bacteria
UP000661435	0.0635	0.04434	Bacteria
UP000661507	0.11115	0.07022	Bacteria
UP000661634	0.09103	0.05908	Bacteria
UP000661691	0.07329	0.04959	Bacteria
UP000661827	0.04743	0.03703	Bacteria
UP000661858	0.13434	0.10619	Bacteria
UP000661928	0.05522	0.03906	Bacteria
UP000662074	0.06099	0.04334	Bacteria
UP000662178	0.12728	0.07919	Bacteria
UP000662200	0.16709	0.13159	Bacteria
UP000662572	0.09367	0.06224	Bacteria
UP000662618	0.08139	0.05261	Bacteria
UP000662783	0.05343	0.0451	Bacteria
UP000662825	0.10755	0.06941	Bacteria
UP000662857	0.11463	0.08951	Bacteria
UP000662904	0.04066	0.0236	Bacteria
UP000662939	0.13091	0.10462	Bacteria
UP000662940	0.106	0.07961	Bacteria
UP000662963	0.05424	0.04511	Bacteria
UP000663075	0.41995	0.35209	Bacteria
UP000663268	0.10289	0.07783	Bacteria
UP000663281	0.05934	0.04537	Bacteria
UP000663351	0.08518	0.06209	Bacteria
UP000663361	0.05052	0.03235	Bacteria
UP000663363	0.0593	0.04341	Bacteria
UP000663365	0.10719	0.08129	Bacteria
UP000663379	0.06931	0.04677	Bacteria
UP000663392	0.05706	0.04743	Bacteria
UP000663401	0.07219	0.0558	Bacteria
UP000663444	0.07581	0.0515	Bacteria
UP000663499	0.03499	0.02496	Bacteria
UP000663505	0.08433	0.05992	Bacteria
UP000663584	0.07869	0.06781	Bacteria
UP000663720	0.10848	0.04969	Bacteria
UP000663791	0.10934	0.08662	Bacteria
UP000663792	0.14179	0.10888	Bacteria
UP000663801	0.12633	0.10348	Bacteria
UP000663859	0.36494	0.16926	Bacteria
UP000663903	0.10249	0.08051	Bacteria
UP000663910	0.05882	0.03969	Bacteria
UP000663918	0.1197	0.07851	Bacteria
UP000663920	0.06546	0.0507	Bacteria
UP000663929	0.08567	0.06558	Bacteria
UP000663937	0.10988	0.08515	Bacteria
UP000664003	0.09293	0.06315	Bacteria
UP000664034	0.07822	0.06225	Bacteria
UP000664073	0.11264	0.0843	Bacteria
UP000664122	0.09838	0.07098	Bacteria
UP000664142	0.12948	0.09235	Bacteria
UP000664144	0.09455	0.06899	Bacteria
UP000664164	0.10334	0.07663	Bacteria
UP000664166	0.12017	0.0883	Bacteria
UP000664167	0.12618	0.08967	Bacteria
UP000664181	0.07013	0.04641	Bacteria
UP000664209	0.1239	0.09762	Bacteria
UP000664218	0.04262	0.02978	Bacteria
UP000664289	0.0732	0.05636	Bacteria
UP000664303	0.06722	0.04967	Bacteria
UP000664330	0.06541	0.03948	Bacteria
UP000664332	0.13238	0.10759	Bacteria
UP000664382	0.09849	0.08226	Bacteria
UP000664398	0.1028	0.08077	Bacteria
UP000664417	0.08534	0.06283	Bacteria
UP000664507	0.07452	0.05651	Bacteria
UP000664545	0.04668	0.0336	Bacteria
UP000664595	0.10703	0.08023	Bacteria
UP000664654	0.06544	0.04545	Bacteria
UP000664716	0.07274	0.0521	Bacteria
UP000664717	0.0655	0.04609	Bacteria
UP000664731	0.09141	0.06514	Bacteria
UP000664779	0.08073	0.06063	Bacteria
UP000664781	0.1374	0.10228	Bacteria
UP000664790	0.06736	0.0478	Bacteria
UP000664821	0.07139	0.04373	Bacteria
UP000664836	0.09068	0.06769	Bacteria
UP000664904	0.06207	0.04291	Bacteria
UP000664964	0.08478	0.06164	Bacteria
UP000664968	0.0545	0.04975	Bacteria
UP000664977	0.07898	0.05665	Bacteria
UP000665020	0.03819	0.0237	Bacteria
UP000665315	0.08665	0.05612	Bacteria
UP000665655	0.10848	0.07595	Bacteria
UP000666240	0.09067	0.06229	Bacteria
UP000666543	0.06024	0.03298	Bacteria
UP000667269	0.08837	0.06404	Bacteria
UP000667650	0.05677	0.0428	Bacteria
UP000668061	0.07201	0.04226	Bacteria
UP000668403	0.09768	0.07603	Bacteria
UP000668555	0.10292	0.06957	Bacteria
UP000668897	0.11827	0.10267	Bacteria
UP000669179	0.10679	0.08856	Bacteria
UP000670475	0.14486	0.11214	Bacteria
UP000671828	0.1425	0.09134	Bacteria
UP000671852	0.056	0.03878	Bacteria
UP000671879	0.0607	0.04264	Bacteria
UP000671908	0.05154	0.04642	Bacteria
UP000671913	0.03671	0.02404	Bacteria
UP000671914	0.09984	0.08424	Bacteria
UP000671923	0.07415	0.05294	Bacteria
UP000672009	0.07731	0.06012	Bacteria
UP000672038	0.09881	0.05454	Bacteria
UP000672602	0.09234	0.0728	Bacteria
UP000672934	0.09641	0.06536	Bacteria
UP000673447	0.08322	0.06329	Bacteria
UP000673975	0.08358	0.06595	Bacteria
UP000674088	0.08331	0.04831	Bacteria
UP000674234	0.10947	0.08942	Bacteria
UP000674938	0.04925	0.03591	Bacteria
UP000675047	0.06013	0.04419	Bacteria
UP000675163	0.10129	0.08185	Bacteria
UP000675284	0.06069	0.03763	Bacteria
UP000675379	0.03908	0.02656	Bacteria
UP000675554	0.17499	0.13282	Bacteria
UP000675664	0.04749	0.03319	Bacteria
UP000675747	0.10521	0.07283	Bacteria
UP000675781	0.12203	0.0942	Bacteria
UP000675882	0.10777	0.05412	Bacteria
UP000675920	0.10428	0.08899	Bacteria
UP000675940	0.0901	0.07047	Bacteria
UP000676034	0.05289	0.03539	Bacteria
UP000676098	0.09755	0.06096	Bacteria
UP000676169	0.10262	0.07481	Bacteria
UP000676194	0.10092	0.07709	Bacteria
UP000676219	0.04338	0.0434	Bacteria
UP000676288	0.09697	0.06103	Bacteria
UP000676325	0.12177	0.09564	Bacteria
UP000676360	0.11354	0.08396	Bacteria
UP000676409	0.0876	0.06322	Bacteria
UP000676456	0.05777	0.03326	Bacteria
UP000676486	0.05406	0.04242	Bacteria
UP000676649	0.06476	0.0421	Bacteria
UP000676887	0.11415	0.07127	Bacteria
UP000676917	0.06425	0.03787	Bacteria
UP000676951	0.09607	0.06961	Bacteria
UP000676996	0.10734	0.07319	Bacteria
UP000677016	0.10819	0.08768	Bacteria
UP000677034	0.07454	0.04953	Bacteria
UP000677117	0.15473	0.09523	Bacteria
UP000677189	0.09464	0.06974	Bacteria
UP000677218	0.05393	0.04747	Bacteria
UP000677305	0.04228	0.03031	Bacteria
UP000677327	0.04772	0.02859	Bacteria
UP000677436	0.07929	0.04359	Bacteria
UP000677537	0.11	0.07626	Bacteria
UP000677732	0.19113	0.14632	Bacteria
UP000677745	0.09042	0.05986	Bacteria
UP000677829	0.06388	0.03967	Bacteria
UP000677869	0.07001	0.05426	Bacteria
UP000677875	0.1415	0.11641	Bacteria
UP000677896	0.12909	0.10073	Bacteria
UP000677913	0.13574	0.1056	Bacteria
UP000677918	0.07498	0.04574	Bacteria
UP000678008	0.07313	0.04681	Bacteria
UP000678036	0.0791	0.06272	Bacteria
UP000678142	0.03524	0.02153	Bacteria
UP000678227	0.04942	0.04186	Bacteria
UP000678228	0.07021	0.04222	Bacteria
UP000678281	0.06529	0.04779	Bacteria
UP000678348	0.05283	0.04691	Bacteria
UP000678374	0.08704	0.06132	Bacteria
UP000678406	0.04163	0.02678	Bacteria
UP000678472	0.05805	0.03833	Bacteria
UP000678477	0.0498	0.03107	Bacteria
UP000678491	0.05506	0.03301	Bacteria
UP000678504	0.07743	0.04902	Bacteria
UP000678545	0.07309	0.05485	Bacteria
UP000678663	0.07058	0.063	Bacteria
UP000678867	0.06498	0.04464	Bacteria
UP000678872	0.06863	0.04457	Bacteria
UP000678895	0.06154	0.04199	Bacteria
UP000678917	0.04065	0.02524	Bacteria
UP000679022	0.02682	0.01915	Bacteria
UP000679054	0.10871	0.07633	Bacteria
UP000679172	0.10705	0.08663	Bacteria
UP000679179	0.05585	0.02962	Bacteria
UP000679220	0.05045	0.03827	Bacteria
UP000679284	0.06622	0.04436	Bacteria
UP000679352	0.06179	0.04454	Bacteria
UP000679638	0.06682	0.0381	Bacteria
UP000679658	0.05073	0.03231	Bacteria
UP000679691	0.05356	0.0394	Bacteria
UP000679749	0.06367	0.03621	Bacteria
UP000679778	0.11764	0.07787	Bacteria
UP000679779	0.06876	0.04746	Bacteria
UP000679848	0.0729	0.0443	Bacteria
UP000680038	0.07735	0.04748	Bacteria
UP000680067	0.08373	0.05877	Bacteria
UP000680099	0.07553	0.04925	Bacteria
UP000680132	0.08177	0.06762	Bacteria
UP000680284	0.06346	0.04844	Bacteria
UP000680286	0.10654	0.08318	Bacteria
UP000680299	0.08007	0.05356	Bacteria
UP000680348	0.08707	0.06141	Bacteria
UP000680540	0.04443	0.0372	Bacteria
UP000680570	0.04879	0.03564	Bacteria
UP000680588	0.10234	0.08137	Bacteria
UP000680589	0.05767	0.03696	Bacteria
UP000680750	0.13395	0.10907	Bacteria
UP000680755	0.04354	0.02759	Bacteria
UP000680848	0.07407	0.05264	Bacteria
UP000680865	0.12033	0.09239	Bacteria
UP000680866	0.14223	0.10487	Bacteria
UP000680877	0.0812	0.06154	Bacteria
UP000681018	0.10479	0.07358	Bacteria
UP000681035	0.07864	0.04934	Bacteria
UP000681075	0.08445	0.05323	Bacteria
UP000681244	0.06537	0.04474	Bacteria
UP000681280	0.08422	0.05827	Bacteria
UP000681340	0.1353	0.10164	Bacteria
UP000681343	0.08004	0.05086	Bacteria
UP000681356	0.07517	0.07435	Bacteria
UP000681387	0.04959	0.02703	Bacteria
UP000681425	0.0937	0.06445	Bacteria
UP000681649	0.06195	0.05853	Bacteria
UP000681675	0.04972	0.03044	Bacteria
UP000681864	0.03887	0.02336	Bacteria
UP000681964	0.07807	0.05268	Bacteria
UP000682111	0.06626	0.03597	Bacteria
UP000682134	0.05585	0.03669	Bacteria
UP000682202	0.12789	0.14702	Bacteria
UP000682332	0.05467	0.03962	Bacteria
UP000682339	0.06558	0.0453	Bacteria
UP000682416	0.16318	0.1225	Bacteria
UP000682650	0.04115	0.02545	Bacteria
UP000682732	0.05032	0.03479	Bacteria
UP000682739	0.06309	0.05033	Bacteria
UP000683139	0.06099	0.04383	Bacteria
UP000683141	0.05184	0.03093	Bacteria
UP000683229	0.09851	0.0692	Bacteria
UP000683246	0.03649	0.0271	Bacteria
UP000683291	0.07415	0.0619	Bacteria
UP000683428	0.08482	0.06426	Bacteria
UP000683503	0.11083	0.09278	Bacteria
UP000683507	0.07258	0.05118	Bacteria
UP000683511	0.15715	0.07116	Bacteria
UP000683575	0.11694	0.08943	Bacteria
UP000683653	0.10864	0.08068	Bacteria
UP000684586	0.11381	0.08884	Bacteria
UP000685402	0.14484	0.11063	Bacteria
UP000686288	0.14121	0.10705	Bacteria
UP000686402	0.13912	0.11018	Bacteria
UP000686739	0.13817	0.1073	Bacteria
UP000686833	0.14162	0.10607	Bacteria
UP000687525	0.10578	0.08282	Bacteria
UP000687896	0.14662	0.11292	Bacteria
UP000689511	0.14576	0.10918	Bacteria
UP000690178	0.14746	0.10668	Bacteria
UP000692692	0.14825	0.10989	Bacteria
UP000692783	0.11835	0.08516	Bacteria
UP000693098	0.14313	0.10326	Bacteria
UP000693672	0.06991	0.04852	Bacteria
UP000693892	0.10483	0.08462	Bacteria
UP000693996	0.06857	0.03847	Bacteria
UP000694001	0.09083	0.06032	Bacteria
UP000694232	0.05812	0.04421	Bacteria
UP000694308	0.04588	0.02899	Bacteria
UP000694480	0.06078	0.04448	Bacteria
UP000694501	0.16654	0.13774	Bacteria
UP000694660	0.07478	0.05243	Bacteria
UP000698242	0.11186	0.0766	Bacteria
UP000698924	0.05477	0.03829	Bacteria
UP000706333	0.08919	0.05918	Bacteria
UP000707206	0.06015	0.04443	Bacteria
UP000707356	0.10828	0.08221	Bacteria
UP000708298	0.07757	0.05665	Bacteria
UP000712080	0.06984	0.05145	Bacteria
UP000712157	0.04718	0.03699	Bacteria
UP000713880	0.04607	0.03547	Bacteria
UP000715781	0.11009	0.06787	Bacteria
UP000717364	0.09627	0.07491	Bacteria
UP000717624	0.06967	0.04324	Bacteria
UP000717981	0.09255	0.06502	Bacteria
UP000718821	0.11537	0.09087	Bacteria
UP000724672	0.04295	0.02832	Bacteria
UP000729701	0.09766	0.06605	Bacteria
UP000729733	0.09187	0.06443	Bacteria
UP000737113	0.06689	0.05392	Bacteria
UP000739565	0.05077	0.03823	Bacteria
UP000742786	0.09294	0.05447	Bacteria
UP000744769	0.10333	0.08056	Bacteria
UP000752013	0.0576	0.04545	Bacteria
UP000753908	0.11664	0.08085	Bacteria
UP000753961	0.06074	0.04419	Bacteria
UP000757435	0.10939	0.08078	Bacteria
UP000761264	0.08349	0.06802	Bacteria
UP000761667	0.05629	0.03975	Bacteria
UP000762474	0.10392	0.08509	Bacteria
UP000767446	0.07145	0.0439	Bacteria
UP000772186	0.06023	0.05467	Bacteria
UP000773614	0.09183	0.06434	Bacteria
UP000774000	0.06803	0.04248	Bacteria
UP000774750	0.05766	0.039	Bacteria
UP000778951	0.05785	0.04566	Bacteria
UP000778970	0.10632	0.08185	Bacteria
UP000787472	0.07172	0.05969	Bacteria
UP000789704	0.10864	0.0741	Bacteria
UP000789845	0.07038	0.04225	Bacteria
UP000798488	0.06683	0.03763	Bacteria
UP000799092	0.08024	0.04454	Bacteria
UP000806542	0.05543	0.04112	Bacteria
UP000809273	0.05446	0.03514	Bacteria
UP000811545	0.05672	0.028	Bacteria
UP000812270	0.06103	0.04602	Bacteria
UP000813096	0.07802	0.05185	Bacteria
UP000824224	0.14228	0.11459	Bacteria
UP000824988	0.08177	0.05543	Bacteria
UP000825051	0.07937	0.06925	Bacteria
UP000825483	0.07272	0.04847	Bacteria
UP000825701	0.16273	0.11192	Bacteria
UP000826003	0.07103	0.04231	Bacteria
UP000826300	0.06389	0.0454	Bacteria
UP000826722	0.07383	0.06454	Bacteria
UP000826725	0.06676	0.0451	Bacteria
UP000829401	0.07014	0.05	Bacteria
UP000829903	0.10518	0.07713	Bacteria
UP000830341	0.08406	0.07179	Bacteria
UP000831151	0.03695	0.03328	Bacteria
UP000831181	0.07578	0.18869	Bacteria
UP000831290	0.06203	0.0501	Bacteria
UP000831534	0.14321	0.0961	Bacteria
UP000889800	0.08007	0.05462	Bacteria
UP000955338	0.04141	0.03472	Bacteria
UP001055185	0.06577	0.04547	Bacteria
UP001055804	0.07445	0.0564	Bacteria
UP001056381	0.04941	0.03596	Bacteria
UP001056426	0.05142	0.03451	Bacteria
UP001056429	0.04242	0.02962	Bacteria
UP001056756	0.05179	0.04091	Bacteria
UP001056808	0.07299	0.05798	Bacteria
UP001057753	0.06713	0.0457	Bacteria
UP001058168	0.07229	0.05672	Bacteria
UP001059380	0.10045	0.07649	Bacteria
UP001059407	0.10618	0.0412	Bacteria
UP001059824	0.10814	0.08157	Bacteria
UP001060336	0.06369	0.05472	Bacteria
UP001061128	0.05977	0.04204	Bacteria
UP001063350	0.08414	0.0529	Bacteria
UP001064782	0.11453	0.08484	Bacteria
UP001064802	0.07629	0.03374	Bacteria
UP001064844	0.0877	0.06786	Bacteria
UP001065549	0.04844	0.0368	Bacteria
UP001069090	0.06837	0.0491	Bacteria
UP001071586	0.07547	0.0537	Bacteria
UP001084197	0.06239	0.03898	Bacteria
UP001108027	0.06936	0.05022	Bacteria
UP001108123	0.04202	0.02621	Bacteria
UP001138661	0.069	0.04748	Bacteria
UP001138686	0.05552	0.04283	Bacteria
UP001138757	0.0928	0.06222	Bacteria
UP001138768	0.11669	0.08603	Bacteria
UP001138802	0.0985	0.06681	Bacteria
UP001138997	0.11288	0.10274	Bacteria
UP001139006	0.05047	0.04318	Bacteria
UP001139125	0.06787	0.05002	Bacteria
UP001139179	0.05821	0.03823	Bacteria
UP001139260	0.05391	0.04411	Bacteria
UP001139308	0.10833	0.0765	Bacteria
UP001139311	0.1207	0.07719	Bacteria
UP001139336	0.10208	0.08127	Bacteria
UP001139353	0.10222	0.07294	Bacteria
UP001139354	0.09167	0.07108	Bacteria
UP001139369	0.05387	0.0408	Bacteria
UP001139410	0.0966	0.06322	Bacteria
UP001139447	0.07273	0.05495	Bacteria
UP001139450	0.06203	0.04515	Bacteria
UP001139451	0.09687	0.06208	Bacteria
UP001139485	0.12496	0.09504	Bacteria
UP001139488	0.05927	0.04271	Bacteria
UP001139502	0.14204	0.11111	Bacteria
UP001139516	0.13666	0.0967	Bacteria
UP001139971	0.08622	0.06604	Bacteria
UP001140293	0.10294	0.07193	Bacteria
UP001141619	0.07094	0.05244	Bacteria
UP001142078	0.04601	0.02658	Bacteria
UP001142291	0.10732	0.07975	Bacteria
UP001142325	0.08135	0.06204	Bacteria
UP001142372	0.0997	0.07397	Bacteria
UP001142462	0.08559	0.06574	Bacteria
UP001142610	0.0924	0.06831	Bacteria
UP001142648	0.10974	0.07449	Bacteria
UP001143309	0.11027	0.07388	Bacteria
UP001143330	0.10193	0.06878	Bacteria
UP001143364	0.12242	0.0802	Bacteria
UP001143372	0.11048	0.0723	Bacteria
UP001143463	0.13048	0.09404	Bacteria
UP001143474	0.14015	0.09892	Bacteria
UP001143480	0.12698	0.09197	Bacteria
UP001143486	0.08797	0.06131	Bacteria
UP001143545	0.05339	0.03778	Bacteria
UP001143598	0.05899	0.04268	Bacteria
UP001143664	0.07697	0.06164	Bacteria
UP001143671	0.09963	0.06823	Bacteria
UP001144204	0.0774	0.0853	Bacteria
UP001144323	0.14709	0.09204	Bacteria
UP001144372	0.07699	0.0468	Bacteria
UP001144396	0.09056	0.07033	Bacteria
UP001144471	0.06105	0.03726	Bacteria
UP001145050	0.07767	0.04823	Bacteria
UP001145069	0.07381	0.04309	Bacteria
UP001145072	0.06825	0.04473	Bacteria
UP001145087	0.0556	0.0394	Bacteria
UP001145865	0.07446	0.05905	Bacteria
UP001146670	0.05974	0.05579	Bacteria
UP001147470	0.09521	0.06265	Bacteria
UP001149009	0.07506	0.05358	Bacteria
UP001149140	0.10188	0.07353	Bacteria
UP001149607	0.07481	0.05009	Bacteria
UP001150830	0.06893	0.05422	Bacteria
UP001151234	0.06266	0.0492	Bacteria
UP001152599	0.06289	0.04865	Bacteria
UP001152755	0.11461	0.08708	Bacteria
UP001152876	0.08505	0.06392	Bacteria
UP001153328	0.25417	0.18712	Bacteria
UP001153404	0.11494	0.08081	Bacteria
UP001154240	0.06487	0.04575	Bacteria
UP001154312	0.0611	0.03854	Bacteria
UP001155128	0.1018	0.07061	Bacteria
UP001155220	0.09833	0.07072	Bacteria
UP001155241	0.10882	0.08567	Bacteria
UP001155242	0.0644	0.04658	Bacteria
UP001155483	0.0703	0.0472	Bacteria
UP001155586	0.06101	0.04419	Bacteria
UP001156102	0.06651	0.03943	Bacteria
UP001156215	0.09821	0.06837	Bacteria
UP001156601	0.0662	0.04903	Bacteria
UP001156666	0.05366	0.046	Bacteria
UP001156870	0.10282	0.08434	Bacteria
UP001157160	0.13171	0.09482	Bacteria
UP001157161	0.18227	0.1416	Bacteria
UP001157188	0.11025	0.07567	Bacteria
UP001157439	0.05912	0.04356	Bacteria
UP001157946	0.07736	0.04478	Bacteria
UP001157947	0.03831	0.02388	Bacteria
UP001158066	0.05885	0.04235	Bacteria
UP001158167	0.07154	0.04348	Bacteria
UP001158182	0.06878	0.04786	Bacteria
UP001158693	0.07523	0.05035	Bacteria
UP001159101	0.06451	0.04239	Bacteria
UP001159777	0.07965	0.05928	Bacteria
UP001160002	0.08276	0.05235	Bacteria
UP001160119	0.04748	0.03542	Bacteria
UP001160361	0.07082	0.0425	Bacteria
UP001160363	0.06752	0.04218	Bacteria
UP001160381	0.08684	0.05331	Bacteria
UP001160472	0.08514	0.05262	Bacteria
UP001160519	0.07518	0.04904	Bacteria
UP001160963	0.13995	0.06709	Bacteria
UP001161312	0.10495	0.06981	Bacteria
UP001161325	0.14655	0.10538	Bacteria
UP001161389	0.07387	0.05971	Bacteria
UP001161422	0.06514	0.04724	Bacteria
UP001161481	0.06728	0.04987	Bacteria
UP001162321	0.06918	0.04714	Bacteria
UP001162834	0.10853	0.07477	Bacteria
UP001163152	0.11167	0.08254	Bacteria
UP001163687	0.11154	0.07708	Bacteria
UP001163821	0.05551	0.03844	Bacteria
UP001164390	0.09631	0.07483	Bacteria
UP001164472	0.07454	0.05777	Bacteria
UP001164706	0.10663	0.08286	Bacteria
UP001164726	0.05085	0.03127	Bacteria
UP001165074	0.12828	0.09119	Bacteria
UP001165079	0.11672	0.07967	Bacteria
UP001165092	0.15297	0.10175	Bacteria
UP001165124	0.15997	0.11481	Bacteria
UP001165136	0.12537	0.08677	Bacteria
UP001165393	0.06171	0.04773	Bacteria
UP001165405	0.10716	0.09238	Bacteria
UP001165413	0.06779	0.04611	Bacteria
UP001165427	0.06524	0.04391	Bacteria
UP001165565	0.08588	0.05601	Bacteria
UP001165587	0.10098	0.07884	Bacteria
UP001165667	0.10422	0.06724	Bacteria
UP001165678	0.07009	0.0479	Bacteria
UP001165679	0.08824	0.05944	Bacteria
UP001168575	0.06861	0.05762	Bacteria
UP001169242	0.04812	0.03274	Bacteria
UP001171751	0.06543	0.04773	Bacteria
UP001176960	0.10347	0.07128	Bacteria
UP000002332	0.10414	0.06954	Bacteria
UP000003533	0.30185	0.17672	Bacteria
UP000003834	0.14858	0.05732	Bacteria
UP000004095	0.16497	0.07166	Bacteria
UP000011770	0.18313	0.08961	Bacteria
UP000011783	0.2153	0.09605	Bacteria
UP000011991	0.22063	0.11449	Bacteria
UP000012329	0.1821	0.08224	Bacteria
UP000016487	0.10597	0.05187	Bacteria
UP000019485	0.10427	0.08786	Bacteria
UP000027834	0.09864	0.07417	Bacteria
UP000030460	0.17591	0.1254	Bacteria
UP000032568	0.08848	0.06037	Bacteria
UP000033423	0.15789	0.0775	Bacteria
UP000037988	0.08677	0.04953	Bacteria
UP000041370	0.1501	0.09794	Bacteria
UP000050509	0.09125	0.06442	Bacteria
UP000053372	0.09525	0.07512	Bacteria
UP000053470	0.1326	0.10204	Bacteria
UP000077623	0.19094	0.14426	Bacteria
UP000078558	0.09523	0.06546	Bacteria
UP000093180	0.10127	0.06933	Bacteria
UP000095212	0.30666	0.11726	Bacteria
UP000180175	0.06678	0.04038	Bacteria
UP000185014	0.52832	0.33089	Bacteria
UP000189670	0.0595	0.04258	Bacteria
UP000214646	0.20705	0.12421	Bacteria
UP000215182	0.1328	0.0728	Bacteria
UP000232003	0.23393	0.10246	Bacteria
UP000232137	0.16565	0.09655	Bacteria
UP000235507	0.09806	0.06689	Bacteria
UP000238462	0.11054	0.07741	Bacteria
UP000240371	0.05794	0.06631	Bacteria
UP000243626	0.04973	0.03686	Bacteria
UP000249296	0.12687	0.10163	Bacteria
UP000249499	0.08748	0.06368	Bacteria
UP000257559	0.18212	0.10913	Bacteria
UP000265887	0.15838	0.10873	Bacteria
UP000281028	0.05872	0.04146	Bacteria
UP000287866	0.12685	0.098	Bacteria
UP000289692	0.0697	0.04698	Bacteria
UP000291471	0.10187	0.06223	Bacteria
UP000292332	0.12433	0.08048	Bacteria
UP000293756	0.30323	0.21451	Bacteria
UP000307537	0.30252	0.15588	Bacteria
UP000312512	0.08877	0.07247	Bacteria
UP000315006	0.1378	0.09682	Bacteria
