organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000588083	0.08551	0.04152	Bacteria
UP000588098	0.20761	0.15202	Bacteria
UP000588112	0.11533	0.0881	Bacteria
UP000588186	0.04772	0.03356	Bacteria
UP000588277	0.11482	0.09571	Bacteria
UP000588586	0.108	0.08972	Bacteria
UP000588806	0.09085	0.064	Bacteria
UP000588925	0.09034	0.05504	Bacteria
UP000589036	0.15198	0.10201	Bacteria
UP000589520	0.10705	0.07375	Bacteria
UP000589626	0.10518	0.07422	Bacteria
UP000589716	0.14566	0.10023	Bacteria
UP000590442	0.06735	0.04415	Bacteria
UP000590740	0.11567	0.11556	Bacteria
UP000590749	0.11918	0.08724	Bacteria
UP000590819	0.05921	0.04817	Bacteria
UP000591197	0.0294	0.02066	Bacteria
UP000591941	0.05624	0.03805	Bacteria
UP000592023	0.07737	0.05438	Bacteria
UP000592181	0.14037	0.11384	Bacteria
UP000593594	0.07543	0.05682	Bacteria
UP000593601	0.04545	0.03756	Bacteria
UP000593606	0.09171	0.07104	Bacteria
UP000593626	0.06609	0.04121	Bacteria
UP000593654	0.06939	0.04932	Bacteria
UP000593735	0.06558	0.05283	Bacteria
UP000593758	0.09059	0.07506	Bacteria
UP000593783	0.12939	0.0906	Bacteria
UP000593802	0.06811	0.04118	Bacteria
UP000593836	0.05518	0.03538	Bacteria
UP000593846	0.08299	0.05408	Bacteria
UP000593892	0.07953	0.06141	Bacteria
UP000593910	0.04806	0.03394	Bacteria
UP000594001	0.10619	0.07447	Bacteria
UP000594008	0.14096	0.10815	Bacteria
UP000594034	0.05963	0.04333	Bacteria
UP000594042	0.07427	0.04304	Bacteria
UP000594087	0.06058	0.04412	Bacteria
UP000594118	0.06729	0.04812	Bacteria
UP000594187	0.10994	0.08292	Bacteria
UP000594205	0.12454	0.09917	Bacteria
UP000594401	0.08483	0.06231	Bacteria
UP000594441	0.03391	0.02511	Bacteria
UP000594451	0.29732	0.2175	Bacteria
UP000594459	0.08451	0.05807	Bacteria
UP000594463	0.04539	0.02789	Bacteria
UP000594468	0.07039	0.05969	Bacteria
UP000594480	0.09582	0.07312	Bacteria
UP000594525	0.14078	0.10782	Bacteria
UP000594526	0.08709	0.06391	Bacteria
UP000594557	0.14028	0.09621	Bacteria
UP000594631	0.09778	0.08513	Bacteria
UP000594637	0.11693	0.09048	Bacteria
UP000594681	0.11065	0.08981	Bacteria
UP000594749	0.05435	0.03979	Bacteria
UP000594800	0.07743	0.05997	Bacteria
UP000594873	0.10555	0.06708	Bacteria
UP000595095	0.07326	0.05268	Bacteria
UP000595102	0.07006	0.04744	Bacteria
UP000595177	0.1111	0.07079	Bacteria
UP000595224	0.06477	0.05139	Bacteria
UP000595254	0.06356	0.0399	Bacteria
UP000595278	0.05959	0.04627	Bacteria
UP000595332	0.05289	0.04194	Bacteria
UP000595373	0.04913	0.04616	Bacteria
UP000595395	0.08998	0.06091	Bacteria
UP000595468	0.08341	0.06081	Bacteria
UP000595511	0.05611	0.04459	Bacteria
UP000595564	0.03576	0.02867	Bacteria
UP000595663	0.05863	0.05364	Bacteria
UP000595703	0.15815	0.1313	Bacteria
UP000595886	0.0842	0.05535	Bacteria
UP000595894	0.11107	0.07391	Bacteria
UP000595895	0.14449	0.12761	Bacteria
UP000595897	0.06237	0.04335	Bacteria
UP000595917	0.04962	0.03976	Bacteria
UP000595973	0.1493	0.13761	Bacteria
UP000596063	0.07186	0.05263	Bacteria
UP000596092	0.06986	0.04704	Bacteria
UP000596184	0.15556	0.08921	Bacteria
UP000596427	0.08978	0.0663	Bacteria
UP000596768	0.09075	0.06466	Bacteria
UP000596800	0.05873	0.04263	Bacteria
UP000596827	0.08495	0.06461	Bacteria
UP000596977	0.0816	0.05227	Bacteria
UP000597444	0.10763	0.07466	Bacteria
UP000597459	0.11361	0.07752	Bacteria
UP000597507	0.13946	0.09074	Bacteria
UP000597582	0.09396	0.06622	Bacteria
UP000597668	0.05367	0.04065	Bacteria
UP000597900	0.06203	0.03602	Bacteria
UP000597989	0.13618	0.0929	Bacteria
UP000598120	0.05714	0.04241	Bacteria
UP000598146	0.10407	0.07929	Bacteria
UP000598174	0.12858	0.09555	Bacteria
UP000598196	0.07918	0.05033	Bacteria
UP000598271	0.06717	0.04908	Bacteria
UP000598297	0.13171	0.10302	Bacteria
UP000598360	0.13072	0.10123	Bacteria
UP000598502	0.10439	0.0697	Bacteria
UP000598775	0.1115	0.09038	Bacteria
UP000598820	0.08064	0.06381	Bacteria
UP000598971	0.05081	0.04039	Bacteria
UP000598997	0.10705	0.0667	Bacteria
UP000599074	0.12842	0.09304	Bacteria
UP000599109	0.10545	0.07174	Bacteria
UP000599133	0.12841	0.08876	Bacteria
UP000599312	0.07887	0.05587	Bacteria
UP000599391	0.09414	0.06264	Bacteria
UP000599496	0.06985	0.04734	Bacteria
UP000599523	0.06887	0.04892	Bacteria
UP000599578	0.07218	0.05568	Bacteria
UP000599682	0.06777	0.04592	Bacteria
UP000599688	0.05896	0.04178	Bacteria
UP000599954	0.10515	0.0666	Bacteria
UP000599975	0.1025	0.07892	Bacteria
UP000600026	0.16197	0.11745	Bacteria
UP000600101	0.11889	0.07581	Bacteria
UP000600139	0.10212	0.07631	Bacteria
UP000600171	0.10519	0.07775	Bacteria
UP000600187	0.1027	0.06889	Bacteria
UP000600247	0.06601	0.04782	Bacteria
UP000600260	0.06149	0.04488	Bacteria
UP000600365	0.16424	0.1125	Bacteria
UP000600367	0.0699	0.0461	Bacteria
UP000600429	0.10024	0.06787	Bacteria
UP000600449	0.10947	0.07325	Bacteria
UP000600464	0.05347	0.03465	Bacteria
UP000600608	0.12945	0.09809	Bacteria
UP000600680	0.09587	0.06463	Bacteria
UP000600865	0.08676	0.06557	Bacteria
UP000601017	0.10442	0.07015	Bacteria
UP000601055	0.05565	0.04291	Bacteria
UP000601108	0.06284	0.04428	Bacteria
UP000601118	0.11495	0.08304	Bacteria
UP000601171	0.03706	0.02685	Bacteria
UP000601292	0.05494	0.04099	Bacteria
UP000601768	0.05945	0.04365	Bacteria
UP000602050	0.05825	0.03402	Bacteria
UP000602051	0.06141	0.04019	Bacteria
UP000602076	0.0527	0.03304	Bacteria
UP000602087	0.11995	0.09524	Bacteria
UP000602168	0.05784	0.04203	Bacteria
UP000602260	0.06559	0.0502	Bacteria
UP000602348	0.12856	0.09963	Bacteria
UP000602621	0.10506	0.07858	Bacteria
UP000602647	0.05717	0.04253	Bacteria
UP000602745	0.0926	0.06175	Bacteria
UP000603141	0.09959	0.07121	Bacteria
UP000603227	0.17756	0.12138	Bacteria
UP000603640	0.07721	0.05265	Bacteria
UP000603708	0.19707	0.14867	Bacteria
UP000603865	0.10719	0.07559	Bacteria
UP000603912	0.11334	0.08052	Bacteria
UP000604071	0.10265	0.06621	Bacteria
UP000604083	0.10004	0.07251	Bacteria
UP000604381	0.08784	0.06202	Bacteria
UP000604475	0.14709	0.1242	Bacteria
UP000604481	0.06665	0.04701	Bacteria
UP000604530	0.09772	0.07116	Bacteria
UP000604648	0.12016	0.08138	Bacteria
UP000604793	0.04712	0.03483	Bacteria
UP000605148	0.08799	0.06215	Bacteria
UP000605253	0.05975	0.04371	Bacteria
UP000605259	0.06651	0.04488	Bacteria
UP000605361	0.10208	0.07156	Bacteria
UP000605670	0.11625	0.08579	Bacteria
UP000605848	0.11777	0.07375	Bacteria
UP000605992	0.11211	0.0782	Bacteria
UP000606044	0.10905	0.07607	Bacteria
UP000606098	0.13364	0.08255	Bacteria
UP000606172	0.13855	0.0917	Bacteria
UP000606194	0.17073	0.1239	Bacteria
UP000606196	0.10248	0.06984	Bacteria
UP000606499	0.05966	0.04575	Bacteria
UP000606720	0.06667	0.05332	Bacteria
UP000606730	0.06874	0.04886	Bacteria
UP000606803	0.06402	0.0464	Bacteria
UP000606922	0.09149	0.06836	Bacteria
UP000606935	0.05875	0.04176	Bacteria
UP000607342	0.07058	0.05114	Bacteria
UP000607397	0.08745	0.06388	Bacteria
UP000607505	0.09257	0.05943	Bacteria
UP000607559	0.06043	0.04434	Bacteria
UP000607645	0.05461	0.04314	Bacteria
UP000607678	0.12115	0.08124	Bacteria
UP000607858	0.08646	0.05846	Bacteria
UP000608024	0.18164	0.13103	Bacteria
UP000608065	0.1462	0.07185	Bacteria
UP000608154	0.09769	0.06115	Bacteria
UP000608345	0.06875	0.0469	Bacteria
UP000608377	0.08115	0.05496	Bacteria
UP000608513	0.09181	0.0741	Bacteria
UP000608526	0.05427	0.04152	Bacteria
UP000608530	0.10656	0.08548	Bacteria
UP000608538	0.10577	0.07732	Bacteria
UP000608594	0.08235	0.05839	Bacteria
UP000608754	0.06104	0.04377	Bacteria
UP000608782	0.07496	0.04538	Bacteria
UP000608889	0.10708	0.0956	Bacteria
UP000608890	0.14166	0.10286	Bacteria
UP000608955	0.17378	0.12796	Bacteria
UP000609064	0.05946	0.05147	Bacteria
UP000609121	0.08052	0.05463	Bacteria
UP000609172	0.0535	0.04343	Bacteria
UP000609350	0.1286	0.09371	Bacteria
UP000609531	0.06906	0.055	Bacteria
UP000609944	0.10122	0.06747	Bacteria
UP000610303	0.10423	0.08268	Bacteria
UP000610456	0.0643	0.04339	Bacteria
UP000610558	0.06559	0.04885	Bacteria
UP000610575	0.08991	0.06997	Bacteria
UP000610699	0.11636	0.08927	Bacteria
UP000610721	0.09146	0.06719	Bacteria
UP000610746	0.08363	0.05295	Bacteria
UP000610760	0.05519	0.04023	Bacteria
UP000610846	0.1254	0.10296	Bacteria
UP000610862	0.04786	0.03692	Bacteria
UP000610931	0.0517	0.03849	Bacteria
UP000610966	0.13051	0.0918	Bacteria
UP000611396	0.05292	0.04037	Bacteria
UP000611500	0.07828	0.04989	Bacteria
UP000611629	0.04327	0.02985	Bacteria
UP000611723	0.05546	0.04165	Bacteria
UP000611762	0.04381	0.03196	Bacteria
UP000612233	0.11057	0.0793	Bacteria
UP000612329	0.05502	0.03864	Bacteria
UP000612333	0.05285	0.03881	Bacteria
UP000612349	0.10975	0.07368	Bacteria
UP000612361	0.07479	0.05537	Bacteria
UP000612362	0.11611	0.07897	Bacteria
UP000612456	0.06798	0.04291	Bacteria
UP000612585	0.12303	0.08746	Bacteria
UP000612615	0.07487	0.05124	Bacteria
UP000612808	0.12948	0.10234	Bacteria
UP000612875	0.10555	0.08635	Bacteria
UP000612893	0.11167	0.07803	Bacteria
UP000612895	0.0669	0.04749	Bacteria
UP000612899	0.09773	0.07169	Bacteria
UP000612956	0.1125	0.09844	Bacteria
UP000612995	0.09722	0.06641	Bacteria
UP000613011	0.09454	0.06903	Bacteria
UP000613160	0.11234	0.08128	Bacteria
UP000613193	0.06013	0.04022	Bacteria
UP000613208	0.0556	0.03651	Bacteria
UP000613255	0.07425	0.05014	Bacteria
UP000613266	0.08311	0.05965	Bacteria
UP000613512	0.06252	0.03937	Bacteria
UP000613525	0.08055	0.05922	Bacteria
UP000613564	0.09522	0.06315	Bacteria
UP000613582	0.09829	0.07005	Bacteria
UP000613743	0.0721	0.05244	Bacteria
UP000613840	0.10572	0.07921	Bacteria
UP000614047	0.1314	0.10357	Bacteria
UP000614216	0.0636	0.04396	Bacteria
UP000614239	0.16272	0.12296	Bacteria
UP000614287	0.07078	0.04988	Bacteria
UP000614457	0.09106	0.0692	Bacteria
UP000614460	0.05871	0.0414	Bacteria
UP000614522	0.1077	0.08391	Bacteria
UP000614586	0.0459	0.04223	Bacteria
UP000614654	0.15568	0.06107	Bacteria
UP000614811	0.07328	0.05288	Bacteria
UP000615026	0.09568	0.06984	Bacteria
UP000615181	0.06275	0.03771	Bacteria
UP000615182	0.09964	0.07202	Bacteria
UP000615487	0.07009	0.04585	Bacteria
UP000615892	0.07329	0.05095	Bacteria
UP000616114	0.13355	0.10752	Bacteria
UP000616146	0.10353	0.08692	Bacteria
UP000616201	0.06031	0.04506	Bacteria
UP000616288	0.10863	0.07388	Bacteria
UP000616469	0.06437	0.04398	Bacteria
UP000616595	0.03652	0.02912	Bacteria
UP000616608	0.04449	0.02956	Bacteria
UP000616724	0.13278	0.09816	Bacteria
UP000616795	0.10805	0.07959	Bacteria
UP000616839	0.11217	0.08565	Bacteria
UP000617041	0.10167	0.07028	Bacteria
UP000617145	0.10605	0.06589	Bacteria
UP000617426	0.11098	0.08215	Bacteria
UP000617531	0.07861	0.05751	Bacteria
UP000617628	0.07321	0.05374	Bacteria
UP000617634	0.09652	0.06895	Bacteria
UP000617734	0.1824	0.13983	Bacteria
UP000617877	0.10014	0.06701	Bacteria
UP000617951	0.05163	0.03592	Bacteria
UP000618171	0.17856	0.10814	Bacteria
UP000618275	0.06389	0.04384	Bacteria
UP000618370	0.10933	0.06608	Bacteria
UP000618460	0.06935	0.04315	Bacteria
UP000618733	0.10483	0.0896	Bacteria
UP000618795	0.16649	0.11724	Bacteria
UP000619033	0.06515	0.04656	Bacteria
UP000619078	0.06312	0.04539	Bacteria
UP000619079	0.07314	0.05421	Bacteria
UP000619131	0.12301	0.08692	Bacteria
UP000619145	0.11055	0.07853	Bacteria
UP000619244	0.2063	0.14416	Bacteria
UP000619260	0.11943	0.09652	Bacteria
UP000619295	0.08461	0.06084	Bacteria
UP000619409	0.11684	0.07733	Bacteria
UP000619453	0.10645	0.07205	Bacteria
UP000619457	0.0512	0.04271	Bacteria
UP000619479	0.12635	0.09269	Bacteria
UP000619486	0.157	0.11233	Bacteria
UP000619536	0.10603	0.08899	Bacteria
UP000619603	0.1	0.06687	Bacteria
UP000619632	0.05652	0.04011	Bacteria
UP000620133	0.03054	0.02066	Bacteria
UP000620139	0.07743	0.05793	Bacteria
UP000620156	0.18591	0.13797	Bacteria
UP000620224	0.16159	0.11525	Bacteria
UP000620266	0.08189	0.05613	Bacteria
UP000620327	0.06142	0.04574	Bacteria
UP000620366	0.05132	0.03896	Bacteria
UP000620424	0.06449	0.04467	Bacteria
UP000620559	0.09552	0.06922	Bacteria
UP000620596	0.09204	0.06186	Bacteria
UP000620813	0.0852	0.0614	Bacteria
UP000621210	0.12339	0.098	Bacteria
UP000621436	0.04302	0.03257	Bacteria
UP000621454	0.14159	0.10573	Bacteria
UP000621492	0.07601	0.04642	Bacteria
UP000621516	0.05735	0.04106	Bacteria
UP000621560	0.07627	0.05962	Bacteria
UP000621694	0.08572	0.05904	Bacteria
UP000621799	0.11779	0.07631	Bacteria
UP000621849	0.09961	0.06706	Bacteria
UP000621893	0.05418	0.04082	Bacteria
UP000622166	0.17985	0.12735	Bacteria
UP000622317	0.07626	0.05862	Bacteria
UP000622465	0.06415	0.04079	Bacteria
UP000622475	0.06504	0.04928	Bacteria
UP000622552	0.11486	0.0801	Bacteria
UP000622580	0.18803	0.11641	Bacteria
UP000622610	0.04178	0.03068	Bacteria
UP000622653	0.04083	0.03036	Bacteria
UP000622687	0.04967	0.03056	Bacteria
UP000622860	0.07247	0.04318	Bacteria
UP000622887	0.11567	0.07891	Bacteria
UP000622890	0.11241	0.08421	Bacteria
UP000623010	0.20248	0.14331	Bacteria
UP000623043	0.08759	0.06472	Bacteria
UP000623067	0.11516	0.07343	Bacteria
UP000623172	0.04802	0.03514	Bacteria
UP000623269	0.05621	0.04098	Bacteria
UP000623397	0.08551	0.06241	Bacteria
UP000623608	0.10615	0.08254	Bacteria
UP000623678	0.0591	0.04266	Bacteria
UP000623681	0.04459	0.02897	Bacteria
UP000623842	0.06329	0.04439	Bacteria
UP000623958	0.10169	0.06846	Bacteria
UP000624041	0.07028	0.04263	Bacteria
UP000624057	0.10714	0.07126	Bacteria
UP000624429	0.1041	0.0773	Bacteria
UP000624703	0.09988	0.06955	Bacteria
UP000624767	0.09264	0.06758	Bacteria
UP000624942	0.09503	0.0712	Bacteria
UP000625033	0.10401	0.07891	Bacteria
UP000625210	0.09744	0.05702	Bacteria
UP000625220	0.09086	0.06461	Bacteria
UP000625316	0.10391	0.08478	Bacteria
UP000625354	0.09187	0.06374	Bacteria
UP000625473	0.0637	0.04336	Bacteria
UP000625642	0.13589	0.08065	Bacteria
UP000625659	0.06592	0.04837	Bacteria
UP000625682	0.17581	0.12434	Bacteria
UP000625735	0.0591	0.04348	Bacteria
UP000625804	0.05315	0.03279	Bacteria
UP000625862	0.09282	0.07124	Bacteria
UP000625976	0.05675	0.04273	Bacteria
UP000625995	0.0667	0.04476	Bacteria
UP000626148	0.07378	0.05121	Bacteria
UP000626220	0.07219	0.04723	Bacteria
UP000626371	0.10786	0.07424	Bacteria
UP000626742	0.05228	0.03269	Bacteria
UP000626802	0.05966	0.03932	Bacteria
UP000626844	0.06667	0.03903	Bacteria
UP000627205	0.09024	0.06286	Bacteria
UP000627292	0.05843	0.04352	Bacteria
UP000627369	0.12392	0.09764	Bacteria
UP000627446	0.07485	0.05747	Bacteria
UP000627505	0.11644	0.08264	Bacteria
UP000627538	0.08845	0.07131	Bacteria
UP000627638	0.10381	0.0765	Bacteria
UP000627715	0.0904	0.06713	Bacteria
UP000627787	0.12626	0.08217	Bacteria
UP000627856	0.10478	0.07925	Bacteria
UP000627988	0.11601	0.08281	Bacteria
UP000628017	0.07109	0.05091	Bacteria
UP000628103	0.06528	0.03947	Bacteria
UP000628134	0.10336	0.06094	Bacteria
UP000628204	0.05575	0.0483	Bacteria
UP000628304	0.14289	0.10094	Bacteria
UP000628448	0.06192	0.04133	Bacteria
UP000628514	0.097	0.06748	Bacteria
UP000628647	0.10943	0.07939	Bacteria
UP000628648	0.09883	0.07777	Bacteria
UP000628710	0.05801	0.04441	Bacteria
UP000628736	0.05936	0.04336	Bacteria
UP000628775	0.08284	0.04325	Bacteria
UP000628794	0.1081	0.07417	Bacteria
UP000628933	0.07816	0.06409	Bacteria
UP000628984	0.07492	0.05125	Bacteria
UP000629098	0.09673	0.06526	Bacteria
UP000629222	0.1211	0.0922	Bacteria
UP000629458	0.09569	0.06028	Bacteria
UP000629619	0.14781	0.10297	Bacteria
UP000629836	0.05804	0.04256	Bacteria
UP000629893	0.05482	0.03305	Bacteria
UP000630142	0.08748	0.06042	Bacteria
UP000630149	0.06989	0.04694	Bacteria
UP000630328	0.08904	0.06484	Bacteria
UP000630340	0.06113	0.04379	Bacteria
UP000630353	0.08164	0.05508	Bacteria
UP000630528	0.09723	0.07011	Bacteria
UP000630718	0.15591	0.11402	Bacteria
UP000630923	0.07819	0.05269	Bacteria
UP000630936	0.16193	0.11712	Bacteria
UP000631034	0.10709	0.09146	Bacteria
UP000631300	0.07749	0.05169	Bacteria
UP000631421	0.08061	0.06145	Bacteria
UP000631694	0.08235	0.06327	Bacteria
UP000631728	0.11113	0.08753	Bacteria
UP000631777	0.10652	0.07851	Bacteria
UP000631838	0.1099	0.0757	Bacteria
UP000631874	0.08203	0.05805	Bacteria
UP000632062	0.14898	0.09186	Bacteria
UP000632125	0.05836	0.04227	Bacteria
UP000632289	0.14613	0.11468	Bacteria
UP000632498	0.06128	0.04996	Bacteria
UP000632594	0.07288	0.05023	Bacteria
UP000632659	0.0456	0.03436	Bacteria
UP000632740	0.12277	0.09739	Bacteria
UP000632766	0.09989	0.06392	Bacteria
UP000632828	0.05511	0.03731	Bacteria
UP000632849	0.16821	0.12198	Bacteria
UP000632858	0.06243	0.04467	Bacteria
UP000633016	0.07753	0.05105	Bacteria
UP000633136	0.13488	0.1103	Bacteria
UP000633205	0.0836	0.0643	Bacteria
UP000633219	0.06236	0.0465	Bacteria
UP000633269	0.07054	0.05195	Bacteria
UP000633278	0.04422	0.03474	Bacteria
UP000633365	0.07002	0.0536	Bacteria
UP000633387	0.1486	0.098	Bacteria
UP000633952	0.05605	0.04363	Bacteria
UP000634004	0.09966	0.06876	Bacteria
UP000634011	0.07703	0.05416	Bacteria
UP000634139	0.0817	0.05468	Bacteria
UP000634154	0.1921	0.0653	Bacteria
UP000634205	0.09606	0.06985	Bacteria
UP000634606	0.07103	0.05345	Bacteria
UP000634668	0.0546	0.0365	Bacteria
UP000635071	0.10444	0.06394	Bacteria
UP000635142	0.06546	0.04486	Bacteria
UP000635245	0.10345	0.0802	Bacteria
UP000635402	0.06609	0.04874	Bacteria
UP000635606	0.12287	0.09061	Bacteria
UP000635701	0.1058	0.07568	Bacteria
UP000635726	0.09787	0.07006	Bacteria
UP000635983	0.07765	0.05045	Bacteria
UP000636004	0.05747	0.03956	Bacteria
UP000636264	0.07671	0.05433	Bacteria
UP000636453	0.10853	0.07378	Bacteria
UP000636458	0.0865	0.06752	Bacteria
UP000636505	0.09538	0.06988	Bacteria
UP000636661	0.18381	0.12954	Bacteria
UP000636790	0.11139	0.07157	Bacteria
UP000636793	0.10292	0.07794	Bacteria
UP000636850	0.14026	0.09533	Bacteria
UP000636855	0.05657	0.03891	Bacteria
UP000636888	0.08107	0.0564	Bacteria
UP000636942	0.07749	0.05611	Bacteria
UP000636949	0.07117	0.05241	Bacteria
UP000636956	0.13274	0.08841	Bacteria
UP000636960	0.12556	0.0895	Bacteria
UP000637002	0.11219	0.07028	Bacteria
UP000637011	0.08153	0.05782	Bacteria
UP000637359	0.05879	0.03767	Bacteria
UP000637419	0.10452	0.0807	Bacteria
UP000637423	0.08919	0.06271	Bacteria
UP000637578	0.16834	0.11315	Bacteria
UP000637643	0.07138	0.04607	Bacteria
UP000637695	0.07558	0.05308	Bacteria
UP000637720	0.0704	0.04379	Bacteria
UP000637757	0.08035	0.05114	Bacteria
UP000637788	0.14663	0.106	Bacteria
UP000637846	0.09991	0.08008	Bacteria
UP000637906	0.11295	0.08025	Bacteria
UP000638014	0.06266	0.04643	Bacteria
UP000638263	0.13584	0.10105	Bacteria
UP000638313	0.15769	0.11609	Bacteria
UP000638648	0.14363	0.09781	Bacteria
UP000638652	0.08382	0.05928	Bacteria
UP000638732	0.06404	0.04692	Bacteria
UP000638848	0.15742	0.10909	Bacteria
UP000638981	0.07505	0.05515	Bacteria
UP000639274	0.11045	0.08294	Bacteria
UP000639349	0.12321	0.10022	Bacteria
UP000639396	0.06425	0.04714	Bacteria
UP000639606	0.12896	0.08786	Bacteria
UP000639715	0.09713	0.07143	Bacteria
UP000639775	0.07462	0.05198	Bacteria
UP000639877	0.09094	0.05306	Bacteria
UP000639901	0.12004	0.09218	Bacteria
UP000640021	0.07106	0.05344	Bacteria
UP000640043	0.09651	0.06567	Bacteria
UP000640052	0.1137	0.07618	Bacteria
UP000640274	0.07056	0.04907	Bacteria
UP000640333	0.06217	0.04631	Bacteria
UP000640405	0.096	0.07014	Bacteria
UP000640414	0.08191	0.05616	Bacteria
UP000640485	0.0778	0.05722	Bacteria
UP000640489	0.08798	0.0645	Bacteria
UP000640583	0.06808	0.04913	Bacteria
UP000641137	0.08502	0.06039	Bacteria
UP000641214	0.08793	0.05904	Bacteria
UP000641258	0.15161	0.11349	Bacteria
UP000641283	0.12897	0.09028	Bacteria
UP000641386	0.16934	0.11768	Bacteria
UP000641405	0.11551	0.07121	Bacteria
UP000641454	0.05631	0.04448	Bacteria
UP000641514	0.11284	0.07203	Bacteria
UP000641588	0.05855	0.0446	Bacteria
UP000641591	0.05924	0.03999	Bacteria
UP000641622	0.05745	0.04144	Bacteria
UP000641645	0.11023	0.08603	Bacteria
UP000641646	0.0961	0.06483	Bacteria
UP000641932	0.18639	0.13176	Bacteria
UP000642070	0.12069	0.08952	Bacteria
UP000642116	0.12139	0.08532	Bacteria
UP000642125	0.14585	0.11516	Bacteria
UP000642483	0.11127	0.07299	Bacteria
UP000642488	0.08879	0.06654	Bacteria
UP000642708	0.11972	0.08094	Bacteria
UP000642724	0.11747	0.0825	Bacteria
UP000642748	0.14019	0.1057	Bacteria
UP000642809	0.04668	0.03382	Bacteria
UP000642829	0.08069	0.05865	Bacteria
UP000642920	0.05519	0.04139	Bacteria
UP000642993	0.10392	0.07746	Bacteria
UP000643110	0.12957	0.11079	Bacteria
UP000643405	0.07692	0.05272	Bacteria
UP000643701	0.0684	0.0491	Bacteria
UP000643901	0.10257	0.05837	Bacteria
UP000644020	0.15953	0.11749	Bacteria
UP000644115	0.0615	0.04764	Bacteria
UP000644411	0.09592	0.05854	Bacteria
UP000644507	0.09908	0.07212	Bacteria
UP000644581	0.10615	0.0598	Bacteria
UP000644610	0.11479	0.08309	Bacteria
UP000644693	0.07138	0.05315	Bacteria
UP000644699	0.10801	0.07274	Bacteria
UP000644756	0.06887	0.04276	Bacteria
UP000644875	0.04541	0.0402	Bacteria
UP000645217	0.15257	0.11266	Bacteria
UP000645236	0.06326	0.04371	Bacteria
UP000645257	0.08054	0.05464	Bacteria
UP000645501	0.11935	0.0734	Bacteria
UP000645555	0.1765	0.13264	Bacteria
UP000645786	0.11303	0.08138	Bacteria
UP000645966	0.11622	0.0924	Bacteria
UP000646053	0.10564	0.07467	Bacteria
UP000646211	0.05236	0.03918	Bacteria
UP000646314	0.10573	0.06369	Bacteria
UP000646365	0.09021	0.06492	Bacteria
UP000646426	0.11943	0.08123	Bacteria
UP000646459	0.04588	0.02687	Bacteria
UP000646478	0.09125	0.06014	Bacteria
UP000646523	0.11039	0.08223	Bacteria
UP000646579	0.08798	0.06207	Bacteria
UP000646638	0.10114	0.07116	Bacteria
UP000646776	0.15856	0.11253	Bacteria
UP000646821	0.05666	0.04285	Bacteria
UP000646848	0.07971	0.05559	Bacteria
UP000646981	0.07363	0.04595	Bacteria
UP000647172	0.13503	0.10196	Bacteria
UP000647241	0.10676	0.07462	Bacteria
UP000647416	0.0477	0.03475	Bacteria
UP000647424	0.07056	0.05179	Bacteria
UP000647944	0.0553	0.03894	Bacteria
UP000648075	0.09618	0.06419	Bacteria
UP000648403	0.08263	0.06299	Bacteria
UP000648592	0.08434	0.06142	Bacteria
UP000648700	0.10141	0.0765	Bacteria
UP000648801	0.10972	0.07407	Bacteria
UP000648888	0.0704	0.05336	Bacteria
UP000648908	0.08098	0.06689	Bacteria
UP000649179	0.11475	0.0863	Bacteria
UP000649345	0.04865	0.0398	Bacteria
UP000649449	0.0573	0.03931	Bacteria
UP000649612	0.06195	0.04613	Bacteria
UP000649634	0.05948	0.04695	Bacteria
UP000649739	0.17067	0.13636	Bacteria
UP000649753	0.13941	0.10427	Bacteria
UP000649814	0.11268	0.0822	Bacteria
UP000649829	0.0908	0.05747	Bacteria
UP000650035	0.12553	0.1018	Bacteria
UP000650081	0.06396	0.05096	Bacteria
UP000650466	0.05797	0.03726	Bacteria
UP000650511	0.12999	0.09561	Bacteria
UP000650618	0.07886	0.05504	Bacteria
UP000651050	0.08311	0.05698	Bacteria
UP000651057	0.0635	0.0502	Bacteria
UP000651085	0.05329	0.04029	Bacteria
UP000651301	0.09656	0.06508	Bacteria
UP000651326	0.10324	0.06968	Bacteria
UP000651417	0.11081	0.07711	Bacteria
UP000651482	0.06469	0.04756	Bacteria
UP000651668	0.05947	0.0419	Bacteria
UP000651905	0.05875	0.0357	Bacteria
UP000652013	0.14007	0.11278	Bacteria
UP000652041	0.062	0.04512	Bacteria
UP000652231	0.06049	0.04117	Bacteria
UP000652354	0.11004	0.08345	Bacteria
UP000652477	0.03744	0.02889	Bacteria
UP000652567	0.07392	0.0538	Bacteria
UP000652681	0.0566	0.04609	Bacteria
UP000653127	0.07037	0.05513	Bacteria
UP000653135	0.09303	0.0617	Bacteria
UP000653156	0.08192	0.05861	Bacteria
UP000653166	0.07724	0.05421	Bacteria
UP000653322	0.11926	0.08595	Bacteria
UP000653411	0.15446	0.10807	Bacteria
UP000653472	0.08109	0.06004	Bacteria
UP000653480	0.12915	0.09834	Bacteria
UP000653493	0.17998	0.13393	Bacteria
UP000653674	0.12483	0.08769	Bacteria
UP000653730	0.06077	0.04528	Bacteria
UP000653797	0.07817	0.0578	Bacteria
UP000653894	0.1096	0.0764	Bacteria
UP000654088	0.0861	0.06011	Bacteria
UP000654108	0.07933	0.05877	Bacteria
