Entry	Mapped PubMed ID
P17039	10330177; 14519192; 16606702; 23602568; 33326746; 8183939; 8769649
Q6N021	12421765; 19295549; 19372391; 19528370; 19564637; 19609284; 19666869; 19710701; 19767753; 19797729; 19849974; 19903679; 19923888; 19957346; 20008299; 20061559; 20093295; 20156304; 20195608; 20332099; 20334914; 20489055; 20508616; 20564319; 20595094; 20629097; 20639862; 20671051; 20678218; 20693430; 20711500; 20880116; 21042320; 21087791; 21130701; 21173100; 21251613; 21273266; 21275969; 21295276; 21307773; 21310937; 21321204; 21339759; 21343549; 21407207; 21494260; 21496894; 21508122; 21514197; 21625234; 21690245; 21723200; 21723201; 21729597; 21734233; 21760590; 21778364; 21794915; 21828143; 21892189; 21904853; 21920603; 22017486; 22080757; 22116554; 22124233; 22200996; 22216861; 22328940; 22395470; 22430270; 22489043; 22569366; 22760778; 22902005; 22905207; 22981865; 23001125; 23009937; 23065512; 23074272; 23099237; 23135354; 23365461; 23403289; 23521373; 23548903; 23563267; 23602152; 23602153; 23705593; 23727577; 23770080; 23781511; 23812591; 23820384; 23827711; 23831920; 23863747; 23940084; 23996483; 24028770; 24050399; 24077167; 24120864; 24122999; 24218139; 24220273; 24394411; 24413737; 24433485; 24465546; 24524305; 24693539; 24697267; 24723429; 24735979; 24795056; 24832084; 24859829; 24898826; 24915579; 24958354; 24980573; 24994606; 25040794; 25082530; 25200248; 25224413; 25381129; 25482556; 25503193; 25557551; 25568311; 25596262; 25671252; 25687841; 25695618; 25827305; 25853800; 25961778; 25972343; 26045292; 26075789; 26093090; 26099018; 26126966; 26277372; 26287468; 26356709; 26404510; 26414667; 26524525; 26551667; 26562302; 26617797; 26663912; 26711177; 26734843; 26763362; 26769901; 26771811; 26825711; 26843622; 26880370; 26917261; 26921880; 26980223; 26984174; 27005421; 27027260; 27102770; 27288448; 27289557; 27384850; 27391574; 27418193; 27486019; 27497531; 27729528; 27761930; 27819678; 27829228; 27848178; 27852070; 27881874; 27918559; 27921272; 27997762; 28003489; 28077417; 28107650; 28130413; 28167452; 28167661; 28218476; 28252217; 28331128; 28337768; 28349832; 28407691; 28440315; 28452984; 28521175; 28642344; 28655780; 28691928; 28731140; 28813659; 28826859; 28923852; 28973458; 28992762; 29195897; 29219176; 29275866; 29331390; 29331774; 29411884; 29483655; 29515232; 29567563; 29653065; 29654353; 29664232; 29705354; 29735542; 29764839; 29773648; 29795413; 29883611; 29944140; 30013992; 30022161; 30045709; 30074219; 30130982; 30146412; 30152885; 30254129; 30274972; 30357811; 30370524; 30390073; 30404004; 30454965; 30566180; 30587503; 30606231; 30607016; 30709865; 30888082; 30890702; 30917865; 30944118; 30987683; 31097631; 31164154; 31167695; 31171909; 31187595; 31266538; 31311407; 31441600; 31488558; 31570278; 31602702; 31607314; 31640337; 31646775; 31653825; 31666683; 31777116; 31778687; 31827242; 31829736; 31836704; 31867779; 31901078; 31925810; 31941838; 31990036; 32024762; 32066746; 32174258; 32192357; 32193150; 32203209; 32319378; 32319620; 32330418; 32342329; 32367481; 32518206; 32518946; 32572734; 32574963; 32619551; 32658928; 32668244; 32807949; 33008340; 33022573; 33085059; 33097695; 33241418; 33452460; 33535102; 33803981; 33913570; 34019487; 34039392; 34099923; 34210413; 34362476; 34417463
Q9H2H0	10944533; 15108311; 18931698; 20332099; 23563267; 23949225; 25064842; 25085016; 26496610; 29337063; 30042169; 32715641; 33107235
O60902	19453261; 20858598; 21047392; 21426551; 21694641; 22094256; 22108652; 22555092; 23038774; 23851611; 24026539; 24136974; 24386354; 24421874; 24746361; 25331797; 25533636; 25675432; 26697824; 27036009; 27138930; 27544059; 27660666; 27840009; 27999621; 28069583; 29610456; 30443179; 31167696; 31183590; 32266538; 33167712; 34308848
O15062	12586822; 16169070; 16189514; 19491398; 20711500; 21988832; 25416956; 26496610; 33051058
Q8TCN5	26496610
Q6ZSB9	20711500; 21988832; 22939624; 25416956; 28757384
Q96SQ7	19913121; 20628086; 21857980; 21988832; 25514850; 26099525; 26496921; 27049918; 28393252; 30786928; 32000836
O95416	20074681; 20797317; 24705354; 25416956; 25973056; 28258492; 33326746
Q9ULD9	27166999
O75461	11171983; 12909625; 15014447; 15536069; 16189514; 17001316; 17600109; 18562691; 21516116; 21596310; 21988832; 23954429; 24627085; 25416956; 25609649; 25814554; 26496610; 33326746; 7623816
P51608	11432961; 11462237; 11524737; 11524741; 11691937; 11751994; 11768391; 11809720; 11836365; 11896459; 11955928; 12030010; 12075485; 12081725; 12107440; 12111643; 12170461; 12180070; 12442230; 12449561; 12535940; 12545250; 12555243; 12640384; 12646234; 12746406; 14529314; 14560307; 14593183; 14593184; 14598336; 14612906; 14623222; 14647463; 14649548; 14649549; 14974082; 14981718; 15211631; 15322089; 15367913; 15526354; 15557528; 15578581; 15635068; 15675358; 15689352; 15696166; 15712379; 15757975; 15809268; 15814190; 15959553; 16002417; 16077729; 16077736; 16182491; 16182497; 16183801; 16199017; 16331274; 16389588; 16399702; 16473305; 16613900; 16647997; 16672765; 16681803; 16682435; 16708070; 16763620; 16780651; 16832102; 16879196; 16932552; 17026625; 17046689; 17084570; 17089071; 17101000; 17101771; 17108082; 17142618; 17171659; 17172942; 17236109; 17309881; 17339270; 17383248; 17387578; 17407838; 17413451; 17420401; 17427193; 17440498; 17486179; 17634428; 17660293; 17684768; 17701895; 17712354; 17881312; 17922009; 17965611; 17965612; 17968969; 17986102; 17994015; 18042715; 18075316; 18174548; 18174559; 18184939; 18190595; 18295506; 18310203; 18313390; 18320046; 18332345; 18337588; 18385275; 18434641; 18477000; 18499664; 18511691; 18512755; 18535484; 18652533; 18666890; 18688080; 18773074; 18820302; 18842453; 18952054; 18985075; 18989361; 18989701; 19000991; 19018795; 19034540; 19057379; 19058783; 19058789; 19125863; 19133691; 19165708; 19168818; 19174478; 19189931; 19194883; 19225110; 19309269; 19309283; 19324899; 19331822; 19333917; 19365833; 19386901; 19442733; 19464849; 19495527; 19552836; 19559301; 19562714; 19573459; 19592282; 19602036; 19652677; 19664534; 19717458; 19722030; 19724012; 19806472; 19820693; 19843474; 19844254; 19898528; 19900619; 19913121; 19914908; 20007372; 20019788; 20031356; 20032179; 20032810; 20035514; 2004419; 20065105; 20093853; 20098342; 20116947; 20207612; 20215141; 20345957; 20368621; 20376788; 20385708; 20405910; 20420693; 20425298; 20425814; 20425824; 20479760; 20491871; 20497345; 20504995; 20628086; 20631224; 20657584; 20661168; 20682201; 20697302; 20728410; 20881011; 20956852; 21068835; 21085180; 21119712; 21300488; 21316312; 21326195; 21326285; 21372149; 21435439; 21467044; 21530498; 21632916; 21636779; 21654506; 21731748; 21821449; 21824415; 21825235; 21831886; 21865261; 21871116; 21878110; 21888765; 21940684; 21954873; 21982064; 21988832; 22009741; 22030772; 22113206; 22119903; 22123427; 22129561; 22182064; 22213695; 22231481; 22262897; 22277191; 22331013; 22348320; 22357617; 22357867; 22363746; 22378884; 22427975; 22455563; 22473088; 22474603; 22476991; 22497713; 22525432; 22528406; 22532851; 22561697; 22578097; 22615490; 22707285; 22781840; 22848609; 22877836; 22883432; 22904263; 22909152; 23015442; 23027959; 23055267; 23123205; 23135915; 23169761; 23226951; 23233309; 23238081; 23259945; 23260135; 23262346; 23349465; 23400946; 23428850; 23431031; 23444193; 23449173; 23452848; 23493374; 23514909; 23565077; 23619607; 23624957; 23633923; 23659895; 23696494; 23750231; 23770565; 23770587; 23791832; 23857988; 23866855; 23921973; 23938294; 23938295; 23948639; 24043878; 24094325; 24094964; 24105466; 24129071; 24129406; 24150225; 24199952; 2423876; 24291980; 24300809; 24328834; 24419315; 24448211; 24458799; 24478188; 24528171; 24531693; 24594195; 24615633; 24626160; 24636259; 24648499; 24657437; 24657916; 24671997; 24709033; 24738188; 24750837; 24769161; 24776956; 24777420; 24914495; 24970834; 25008110; 25037250; 25076025; 25227661; 25290267; 25297674; 25355316; 25417162; 25420914; 25424712; 25428820; 25458699; 25574748; 25609649; 25613065; 25617893; 25644311; 25656446; 25665578; 25705847; 25721700; 25762136; 25798578; 25827305; 25840828; 25870282; 26004152; 26031318; 26064184; 26103880; 26148505; 26156810; 26175308; 26189965; 26214522; 26237041; 26239053; 26239616; 26245896; 26305530; 26312503; 26344767; 26347316; 26418480; 26420639; 26469135; 26490184; 26525614; 26546296; 26647311; 26648260; 26782401; 26821816; 26843422; 26910839; 26936630; 26944080; 26984561; 27064487; 27075501; 27090848; 27166996; 27180140; 27245166; 27247049; 27288453; 27323888; 27377594; 27379843; 27420643; 27428650; 27442528; 27461740; 27465203; 27502833; 27546046; 27573367; 27616658; 27624769; 27640358; 27732849; 27761913; 27916441; 27929079; 27965390; 28007906; 28065745; 28100567; 28131747; 28159985; 28230711; 28258509; 28291253; 28329686; 28347601; 28374217; 28394409; 28394482; 28399682; 28439102; 28450074; 28481730; 28486614; 28523538; 28616777; 28767600; 28785396; 28796949; 28835516; 28973632; 29101034; 29141583; 29172690; 29199882; 29271572; 29288368; 29313799; 29341476; 29421650; 29428602; 29428920; 29551600; 29568890; 29615114; 29618507; 29636529; 29676176; 29704307; 29718204; 29740174; 29742391; 29869456; 29991054; 30081849; 30102379; 30104565; 30137367; 30226965; 30405208; 30536762; 30569584; 30597142; 30684281; 30789962; 30892651; 30929312; 31020497; 31095231; 31206249; 31344879; 31356990; 31398393; 31429770; 31477637; 31717404; 31784360; 31797351; 31958484; 32005172; 32005694; 32043567; 32070770; 32111972; 32115750; 32156713; 32214033; 32275946; 32335998; 32336485; 32360592; 32383329; 32393352; 32408055; 32432740; 32445745; 32469049; 32472557; 32510753; 32561780; 32631363; 32638535; 32698189; 32820509; 32830419; 32924122; 33048927; 33155212; 33168794; 33170557; 33182787; 33251766; 33326746; 33335218; 33918872; 33921863; 34097350; 7844833; 8563762; 8977030; 9620804; 9774669
