Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000240821	Methylophilaceae phage P19250A	1913040	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000240847	Staphylococcus phage phiSa2wa_st5	2060951	77	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Triavirus, Triavirus st5
UP000240848	Human gut gokushovirus	1986031	5	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, Gokushovirinae, unclassified Gokushovirinae
UP000240854	Pseudomonas phage vB_PaeS_C1	2099649	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Septimatrevirus, Septimatrevirus sv73
UP000240855	Pseudomonas phage phiNV3	2079544	48	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Krylovirinae, Kirikabuvirus, Kirikabuvirus NV3
UP000240865	Paenibacillus phage Dragolir	2070190	68	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gochnauervirinae, Dragolirvirus, Dragolirvirus dragolir
UP000240873	Mycobacterium phage Kykar	2094135	87	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000240897	Marine gokushovirus	1385658	9	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, Gokushovirinae, unclassified Gokushovirinae
UP000240914	Staphylococcus phage UPMK_2	2029631	62	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Azeredovirinae, Phietavirus, Phietavirus UPMK2
UP000240921	Marinitoga camini virus 2	1629953	70	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000240932	Gordonia phage Confidence	2081621	79	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000240934	Aeromonas phage Ah1	2053701	332	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Straboviridae, Cinqassovirus, Cinqassovirus ah1
UP000240944	Gordonia phage BENtherdunthat	2047830	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Langleyhallvirinae, Getalongvirus, Getalongvirus bentherdunthat
UP000240962	Vibrio phage Thalassa	2570301	191	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Ermolyevavirinae, Thalassavirus, Thalassavirus thalassa
UP000241000	Mycobacterium phage Ogopogo	2099640	110	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000241016	Gluconobacter phage GC1	2047788	36	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Kalamavirales, Tectiviridae, Gammatectivirus, Gammatectivirus GC1
UP000241021	Mycobacterium phage Mendokysei	2099637	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bernalvirus, Bernalvirus mendokysei
UP000241032	Streptomyces phage Nesbitt	2108133	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Abbeymikolonvirus, Abbeymikolonvirus abbeymikolon
UP000241034	Lactobacillus phage PM411	2079298	91	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241035	Microbacterium phage Koji	2099625	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kojivirus, Kojivirus koji
UP000241037	Klebsiella phage Sugarland	2053603	169	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Sugarlandvirus, Sugarlandvirus sugarland
UP000241058	Vibrio phage Athena1	2060111	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241061	Vibrio phage VEN	2059879	55	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Colwellvirinae, Trungvirus, Trungvirus VEN
UP000241070	Erwinia phage vB_EamP-S2	2070198	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Molineuxvirinae, Eracentumvirus, Eracentumvirus S2
UP000241071	Moumouvirus goulette	1247379	970	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Imitervirales, Mimiviridae, Megamimivirinae, Moumouvirus, Moumouvirus goulettemassiliense
UP000241078	Gordonia phage Djokovic	2126784	96	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Terapinvirus, Terapinvirus terapin
UP000241090	Pseudomonas phage tabernarius	2048978	89	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Tabernariusvirus, Tabernariusvirus tabernarius
UP000241095	Streptomyces phage Wentworth	2126735	103	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241096	Pseudomonas phage ventosus	2048980	172	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241097	Human feces smacovirus 2	1820158	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Porprismacovirus, Porprismacovirus humas1
UP000241106	Pectobacterium phage DU_PP_III	2041490	7	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Astrithrvirus, unclassified Astrithrvirus
UP000241125	Marinitoga camini virus 1	1629954	77	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241131	Streptomyces phage Attoomi	2059881	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Attoomivirus, Attoomivirus attoomi
UP000241134	ANMV-1 virus	1605378	69	Viruses, unclassified archaeal viruses
UP000241155	Mycobacterium phage Andies	2047834	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Nclasvirinae, Charlievirus, Charlievirus Andies
UP000241164	Faecalibacterium phage FP_oengus	2070188	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Oengusvirus, Oengusvirus oengus
UP000241172	TM7 phage DolZOral124_53_65	2053587	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241174	Pseudomonas phage vB_PaeP_E220	2034343	67	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Hollowayvirus, unclassified Hollowayvirus
UP000241188	Aeromonas phage Ahp2	1873997	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241194	Mycobacterium phage Ruotula	2099448	94	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000241261	Microbacterium phage Dismas	2065199	66	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Dismasvirus, Dismasvirus dismas
UP000241263	Escherichia phage GER2	2070178	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Sepvirinae, Oslovirus, unclassified Oslovirus
UP000241270	Proteus phage PM87	2048007	57	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Casjensviridae, Lavrentievavirus, Lavrentievavirus PM87
UP000241282	Pseudomonas phage TC6	2060947	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Zobellviridae, Paundecimvirus, Paundecimvirus PA11
UP000241290	Rhodococcus phage Finch	2094144	228	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Finchvirus, Finchvirus finch
UP000241293	Eel River basin pequenovirus	1609634	6	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, unclassified Microviridae
UP000241317	Mycobacterium phage Frankie	2079565	103	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000241335	Odonata-associated circular virus 5	1592125	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Dragsmacovirus, Dragsmacovirus draga1
UP000241338	Mycobacterium phage Batiatus	2126812	105	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, Cheoctovirus batiatus
UP000241341	Pseudomonas phage PollyC	2079290	49	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Pollyceevirus, Pollyceevirus pollyC
UP000241342	Actinomyces phage xhp1	2099653	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241350	Streptomyces phage AbbeyMikolon	2059880	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Abbeymikolonvirus, Abbeymikolonvirus abbeymikolon
UP000241360	Streptomyces phage Bing	2079427	87	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bingvirus, Bingvirus bing
UP000241364	Yersinia phage fHe-Yen9-03	2052743	538	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Eneladusvirus, Eneladusvirus Yen904
UP000241367	Bacillus phage Anath	2108114	76	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241370	Faecalibacterium phage FP_Mushu	2070185	54	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Mushuvirus, Mushuvirus mushu
UP000241381	Salmonella phage vB_SpuP_Spp16	2081603	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Melnykvirinae, Panjvirus, Panjvirus Spp16
UP000241392	Gordonia phage Gustav	2047872	69	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gustavvirus, Gustavvirus gustav
UP000241413	Mycobacterium phage SimranZ1	1933771	103	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000241430	Mycobacterium phage Philonius	2047843	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Nclasvirinae, Charlievirus, Charlievirus Philonius
UP000241432	Pontimonas phage phiPsal1	2079347	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241439	Lederbergvirus BTP1	1934252	61	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lederbergvirus
UP000241443	Salmonella phage PMBT28	2081904	68	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241463	Lactobacillus phage Bacchae	2079429	180	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Harbinvirus, Harbinvirus bacchae
UP000241480	Raoultella phage Ro1	2053702	245	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vequintavirinae, Mydovirus, Mydovirus Ro1
UP000241488	Klebsiella phage KP8	2099850	97	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Enquatrovirinae, Kaypoctavirus, Kaypoctavirus KP8
UP000241499	Escherichia phage DTL	2048061	60	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Braunvirinae, Loudonvirus, Loudonvirus DTL
UP000241502	Xanthomonas phage RiverRider	2108116	89	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Schitoviridae, Riverridervirus, Riverridervirus riverrider
UP000241510	Faecalibacterium phage FP_Epona	2070182	76	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Eponavirus, Eponavirus epona
UP000241528	Alteromonadaceae phage B23	2094572	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241541	Gordonia phage SallySpecial	2079570	21	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Emperorvirus, Emperorvirus sallyspecial
UP000241560	Lactobacillus phage Lenus	2053682	131	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Tybeckvirinae, Lenusvirus, Lenusvirus lenus
UP000241565	Bacillus phage BSP10	2069312	236	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Bastillevirinae, Nitunavirus, unclassified Nitunavirus
UP000241577	Mycobacterium phage Misha28	2126810	93	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000241592	Pseudomonas phage nickie	2048977	161	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Nickievirus, Nickievirus nickie
UP000241608	Sclerotinia sclerotiorum deltaflexivirus 1	1788309	4	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Deltaflexiviridae, Deltaflexivirus, Sclerotinia deltaflexivirus 1
UP000241620	Faecalibacterium phage FP_Taranis	2070186	85	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Taranisvirus, Taranisvirus taranis
UP000241629	Pantoea phage vB_PagS_Vid5	2099652	99	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Vidquintavirus, Vidquintavirus Vid5
UP000241634	Mycobacterium phage MooMoo	2108127	97	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Moomoovirus, Moomoovirus moomoo
UP000241644	Salmonella phage UPF_BP1	1912492	71	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lederbergvirus, unclassified Lederbergvirus
UP000241653	Odonata-associated circular virus 21	1592122	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Bovismacovirus, Bovismacovirus draga1
UP000241654	Microbacterium phage Pikmin	2099444	59	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Pikminvirus, Pikminvirus pikmin
UP000241675	Stenotrophomonas phage vB_SmaS_DLP_5	2044561	149	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Delepquintavirus, Delepquintavirus DLP5
UP000241693	Salinibacter phage M8CC-19	2681613	75	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Kryptosalinivirus, Kryptosalinivirus M8CC19
UP000241707	Gokushovirus MK-2017	2073143	5	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, Gokushovirinae, unclassified Gokushovirinae
UP000241708	Dishui lake phycodnavirus 1	2079134	227	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Prasinovirus, unclassified Prasinovirus
UP000241723	Erysiphe necator mitovirus 1	2052561	1	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Mitovirus, unclassified Mitovirus
UP000241732	Acinetobacter phage SH-Ab 15497	2060946	58	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241740	Streptococcus phage M19	2041505	44	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Aliceevansviridae, Moineauvirus, unclassified Moineauvirus
UP000241743	Lactobacillus phage Satyr	2070201	111	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Tybeckvirinae, Maenadvirus, Maenadvirus satyr
UP000241747	Lysinibacillus phage vB_LspM-01	2041389	84	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241758	Staphylococcus phage phiSa2wa_st22	2060949	53	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Bronfenbrennervirinae, Biseptimavirus, Biseptimavirus st22
UP000241767	Mycobacterium phage Jsquared	2126814	101	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000241775	Pectobacterium phage PEAT2	2053078	55	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Peatvirus, Peatvirus peat2
UP000241790	Zamilon virus	1411887	20	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Maveriviricetes, Priklausovirales, Lavidaviridae, Sputnikvirus, Mimivirus-dependent virus Zamilon
UP000241797	Staphylococcus phage phiSA_BS1	2126734	200	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Herelleviridae, Twortvirinae, Baoshanvirus, Baoshanvirus BS1
UP000241835	Vibrio phage Ares1	2070058	119	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241842	Proteus phage PM135	2048008	102	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Demerecviridae, Novosibvirus, Novosibvirus PM135
UP000241853	Mycobacterium phage Alexphander	2094143	104	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gracegardnervirinae, Cheoctovirus, unclassified Cheoctovirus
UP000241856	Enterobacter phage Ec_L1	2070180	85	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Drexlerviridae, Eclunavirus, Eclunavirus EcL1
UP000241863	Plesiomonas phage phiP4-7	2065204	72	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241892	Streptomyces phage Omar	2059882	80	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Arquatrovirinae, Omarvirus, Omarvirus omar
UP000241893	Corynebacterium phage phi673	2052821	56	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Ikedavirus, Ikedavirus phi673
UP000241925	Streptomyces phage BillNye	2079426	212	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Stanwilliamsviridae, Loccivirinae, Wilnyevirus, Wilnyevirus billnye
UP000241926	Microbacterium phage Eleri	2079581	63	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Elerivirus, Elerivirus eleri
UP000241929	Paenibacillus phage Likha	2070193	65	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fernvirus, Fernvirus likha
UP000241930	Aphanizomenon phage vB_AphaS-CL131	2047766	149	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000241935	Faecalibacterium phage FP_Lugh	2070184	42	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Lughvirus, Lughvirus lugh
UP000241949	Haloarcula hispanica pleomorphic virus 3	1879051	17	Viruses, Monodnaviria, Trapavirae, Saleviricota, Huolimaviricetes, Haloruvirales, Pleolipoviridae, Betapleolipovirus, Betapleolipovirus HHPV3
UP000241995	Methanosarcina spherical virus	2035535	22	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Kalamavirales, Tectiviridae, unclassified Tectiviridae
UP000241996	Solenopsis invicta virus 2	439491	6	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Polycipiviridae, Sopolycivirus
UP000242003	Ralstonia phage RsoP1IDN	2060091	41	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Autographiviridae, Okabevirinae, Higashivirus, Higashivirus RsoP1IDN
UP000242016	Mycobacterium phage Fascinus	2108118	86	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Fromanvirus, unclassified Fromanvirus
UP000242021	Erysiphe necator mitovirus 2	2052562	1	Viruses, Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Mitovirus, unclassified Mitovirus
UP000242139	Cryphonectria nitschkei chrysovirus 1	399394	4	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Chrysoviridae, Alphachrysovirus, Alphachrysovirus cryphonectriae
UP000242143	Chondrostereum purpureum cryptic virus 1	529380	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000242249	Zostera marina amalgavirus 1	1985202	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Amalgaviridae, Amalgavirus, Amalgavirus zosterae
UP000242275	Pepper cryptic virus 2	1050903	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Deltapartitivirus
UP000242325	Verticillium dahliae chrysovirus 1	759389	4	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Chrysoviridae, Alphachrysovirus, Alphachrysovirus verticillii
UP000242344	Botryosphaeria dothidea RNA virus 1	2849745	5	Viruses, Riboviria, Polymycoviridae, Polymycovirus, Botryoshaeria dothidea polymycovirus 1
UP000242358	Escherichia phage myPSH2311	2108113	87	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Gordonclarkvirinae, Kuravirus, unclassified Kuravirus
UP000242384	Heterobasidion partitivirus 1	942041	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000242400	Ceratobasidium endornavirus B	1908807	2	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, unclassified Endornaviridae
UP000242436	Japanese holly fern mottle virus	659660	5	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Mayoviridae, Pteridovirus, Pteridovirus filicis
UP000242440	Rosellinia necatrix partitivirus 2	859651	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000242453	Sclerotium hydrophilum virus 1	1895000	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Curvulaviridae, Orthocurvulavirus, Sclerotium hydrophilum orthocurvulavirus 1
UP000242480	Curvularia thermal tolerance virus	421976	4	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Curvulaviridae, Orthocurvulavirus, Curvularia orthocurvulavirus 1
UP000242518	Ceratobasidium endornavirus G	1908811	2	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, unclassified Endornaviridae
UP000242555	Ceratocystis polonica partitivirus	235434	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus, Ceratocystis resinifera virus 1
UP000242605	Raphanus sativus cryptic virus 1	348449	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000242614	Sulfolobus ellipsoid virus 1	2056194	38	Viruses, Ovaliviridae, Alphaovalivirus
UP000242629	Mannheimia phage vB_MhM_3927AP2	1572750	50	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, unclassified Caudoviricetes
UP000242635	Lutzomyia reovirus 1	1670669	9	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, unclassified Reovirales
UP000242657	Cryphonectria parasitica bipartite mycovirus 1	1329781	3	Viruses, Riboviria, dsRNA viruses, unclassified dsRNA viruses
UP000242695	Heterobasidion partitivirus 3	631431	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000242696	black bullhead herpesvirus	508441	77	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Alloherpesviridae, Ictavirus, Ictavirus ictaluridallo2
UP000242703	Sinapis alba cryptic virus 1	1768874	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000242751	Allium cepa amalgavirus 2	2058779	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Amalgaviridae, Amalgavirus, Amalgavirus cepae
UP000242779	Rhizoctonia solani dsRNA virus 3	1825688	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus, unclassified Alphapartitivirus
UP000242780	Heterobasidion partitivirus 7	1387301	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus
UP000242794	Phaseolus vulgaris alphaendornavirus 1	1188792	1	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Endornaviridae, Alphaendornavirus
UP000242796	Beet cryptic virus 2	912029	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Deltapartitivirus
UP000242889	Fusarium graminearum dsRNA mycovirus-1	194397	4	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Fusariviridae, Alphafusarivirus, Alphafusarivirus fusarii
UP000242914	Sophora japonica powdery mildew-associated partitivirus	1891704	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, unclassified Partitiviridae
UP000242976	Choristoneura fumiferana granulovirus (CfGV)	56947	16	Viruses, Naldaviricetes, Lefavirales, Baculoviridae, Betabaculovirus, Betabaculovirus chofumiferanae
UP000243032	Heterobasidion partitivirus 15	1469908	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000243087	Alternaria alternata virus 1	483537	4	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Alternaviridae, Alternavirus, unclassified Alternavirus
UP000243103	Antonospora locustae virus 1	1872708	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Amalgaviridae, unclassified Amalgaviridae
UP000243138	Operophtera brumata reovirus	352248	10	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, unclassified Reovirales
UP000243258	Heterobasidion partitivirus 13	1469906	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus
UP000243271	Rhizoctonia solani virus 717	46618	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Betapartitivirus
UP000243278	Helminthosporium victoriae virus 145S	2560520	4	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Chrymotiviricetes, Ghabrivirales, Chrysoviridae, Alphachrysovirus, Alphachrysovirus helminthosporii
UP000243303	Apocheima cinerarium nucleopolyhedrovirus	307461	117	Viruses, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, unclassified Alphabaculovirus
