Proteome Id	Organism Id	Protein count
UP000463978	2696359	73
UP000464092	2656730	156
UP000464110	2602759	81
UP000464167	2692741	50
UP000464219	2696418	48
UP000464220	2692738	74
UP000464225	2686226	73
UP000464231	2686309	108
UP000464248	1735698	69
UP000464303	2595040	89
UP000464311	3071318	14
UP000464321	2594693	84
UP000464333	2656717	85
UP000464334	2674975	60
UP000464369	2686286	56
UP000464404	2686233	102
UP000464416	2696336	50
UP000464544	2686284	30
UP000464561	2686469	112
UP000464588	2696446	53
UP000464595	2681195	65
UP000464626	2686071	83
UP000464669	2664939	257
UP000464671	2686278	62
UP000464711	2686289	247
UP000464713	2686225	73
UP000464721	2690212	33
UP000464726	2686242	53
UP000464732	2696378	54
UP000464827	2696360	48
UP000464863	2674974	57
UP000464870	2696370	94
UP000464888	2686277	69
UP000464929	2656725	68
UP000464956	2674976	80
UP000465009	2686274	73
UP000465010	2686258	73
UP000465071	2696340	296
UP000465079	2686279	65
UP000465092	2686474	38
UP000465101	2686250	57
UP000465822	2696345	67
UP000474732	2708562	72
UP000479357	2704031	156
UP000481813	2708592	224
UP000500705	2509266	4
UP000500715	2718941	213
UP000500736	2656715	70
UP000500739	2600100	49
UP000500751	2656690	2
UP000500753	2704073	208
UP000500782	2656724	46
UP000500788	2713262	71
UP000500813	2656693	7
UP000500818	2656678	3
UP000500845	2304025	126
UP000500851	2705110	36
UP000500852	2656706	8
UP000500859	2723248	2
UP000500866	2686384	71
UP000500880	2660715	48
UP000500888	2713246	62
UP000500903	2662136	48
UP000500906	2686386	56
UP000500909	2713256	71
UP000500929	2656689	3
UP000500948	2712956	390
UP000500971	2029458	9
UP000501024	2575349	27
UP000501040	2713157	31
UP000501086	2713258	25
UP000501125	1070315	141
UP000501169	889952	37
UP000501176	2656700	5
UP000501183	2485923	4
UP000501191	2601610	89
UP000501199	2704034	66
UP000501203	2656722	70
UP000501209	2713322	158
UP000501217	2686291	73
UP000501257	2656697	6
UP000501266	2713267	224
UP000501273	2699877	51
UP000501306	2656699	5
UP000501331	2718947	69
UP000501378	2704072	172
UP000501383	2656731	2
UP000501396	2720215	6
UP000501417	2696679	79
UP000501438	2711178	63
UP000501449	2039230	10
UP000501455	2725628	79
UP000501526	2725616	84
UP000501603	2725626	100
UP000501662	373997	259
UP000501674	2713247	67
UP000501696	2686383	72
UP000501743	2723894	210
UP000501749	2656676	3
UP000501757	2713145	100
UP000501775	2656704	6
UP000501785	2704035	67
UP000501803	2591425	53
UP000501829	2719194	72
UP000501835	2711175	57
UP000501873	2713260	22
UP000501879	2730632	32
UP000501889	351708	197
UP000501932	2656729	8
UP000501938	2656694	7
UP000501962	2656711	73
UP000501964	2656696	5
UP000501971	2686312	55
UP000501995	2656675	3
UP000502036	2546034	9
UP000502038	2704067	12
UP000502070	2704037	166
UP000502087	2656686	4
UP000502112	2708633	102
UP000502124	181211	482
UP000502153	2725642	79
UP000502154	2704041	62
UP000502171	2497338	4
UP000502182	2704074	203
UP000502187	2290890	13
UP000502236	2656723	72
UP000502238	3070201	5
UP000502293	2656708	42
UP000502302	2681674	76
UP000502304	2724309	59
UP000502325	2656719	64
UP000502326	2656714	46
UP000502339	2656703	8
UP000502376	2686311	56
UP000502382	2656698	6
UP000502393	2730617	33
UP000502394	2093224	12
UP000502399	2656701	8
UP000502407	2711169	50
UP000502479	2713250	61
UP000502488	2704941	77
UP000502509	2735125	55
UP000502519	2656712	76
UP000502540	2725619	68
UP000502541	2723761	229
UP000502548	2656702	7
UP000502572	2730621	39
UP000502573	2686385	55
UP000502578	2704070	27
UP000502584	2660688	83
UP000502596	2711170	55
UP000502599	2725624	98
UP000502615	2656718	55
UP000502617	2718943	247
UP000502654	2686381	55
UP000502667	74382	26
UP000502674	2014339	13
UP000502721	1906244	147
UP000502753	2729575	76
UP000502759	10666	265
UP000502765	2656710	84
UP000502771	2575352	30
UP000502784	2713248	42
UP000502801	568989	38
UP000502816	2704064	19
UP000502819	2686310	90
UP000502828	2656721	95
UP000502851	2656677	2
UP000502880	2656716	58
UP000502893	2682812	17
UP000502897	2723904	79
UP000502929	2723758	76
UP000502930	2704066	12
UP000502935	2729574	217
UP000502939	2704071	188
UP000502947	2704069	16
UP000503037	2729541	67
UP000503046	2712957	65
UP000503093	2704033	226
UP000503104	2713217	210
UP000503107	2713275	15
UP000503111	2719592	64
UP000503113	2726708	67
UP000503152	2562463	36
UP000503179	2656713	44
UP000503181	2712943	41
UP000503184	2723907	63
UP000503236	2708630	116
UP000503246	2713312	71
UP000503252	80271	2
UP000503253	2584979	20
UP000503256	2713245	24
UP000503261	2712935	73
UP000503263	2725755	115
UP000503286	2723762	49
UP000503301	2725638	93
UP000503316	2656688	2
UP000503328	176656	86
UP000503333	2724325	237
UP000503337	2713244	23
UP000503376	2686379	73
UP000503386	2725618	91
UP000503412	2706778	72
UP000503413	2686380	68
UP000503416	2719206	110
UP000503444	2704043	101
UP000503449	2730619	37
UP000503469	2711179	94
UP000503473	2656720	55
UP000503478	1673646	3
UP000503509	1242863	139
UP000503543	2723906	76
UP000503550	2712940	212
UP000503573	2712938	46
UP000503575	2704040	102
UP000503587	2704065	13
UP000503591	2711171	70
UP000503593	2719210	233
UP000503600	1425368	3
UP000503609	2656709	50
UP000503612	2712933	52
UP000503622	2485922	4
UP000503624	2719208	226
UP000504686	2736188	51
UP000504733	2848074	76
UP000504772	2736194	55
UP000504883	2736190	113
UP000505024	2736257	227
UP000505097	2736202	38
UP000505247	2742114	72
UP000505253	2736197	39
UP000505267	2741076	51
UP000505275	2736239	52
UP000505279	2736182	54
UP000505345	2741077	53
UP000509192	2719181	76
UP000509220	2743402	264
UP000509228	2745703	69
UP000509267	2591401	401
UP000509268	2744003	76
UP000509340	2736269	60
UP000509352	2714736	41
UP000509365	2734809	193
UP000509379	2740427	65
UP000509405	2736258	80
UP000509449	2736195	90
UP000509470	137511	81
UP000509477	2741341	205
UP000509521	2744802	54
UP000509570	2712941	102
UP000509610	2723892	165
UP000509614	2736223	58
UP000509616	2726968	61
UP000509622	2729190	58
UP000509653	2736272	58
UP000509749	2736346	74
UP000509770	2601675	81
UP000509789	2714735	51
UP000509793	2736287	58
UP000509808	2746928	55
UP000509831	2596712	67
UP000510602	1697349	135
UP000510607	2743982	82
UP000510611	2743996	102
UP000510651	2743997	76
UP000510731	2743988	212
UP000510747	2743987	76
UP000510762	2743937	65
UP000510873	2743845	85
UP000510878	2743969	77
UP000510880	2743777	55
UP000510885	2743989	70
UP000510891	2743998	250
UP000510897	1883368	267
UP000510920	2743776	44
UP000514515	2723905	48
UP000514640	2601672	11
UP000514706	2749668	65
UP000514719	2748688	55
UP000514727	2743839	90
UP000514732	2723763	49
UP000514744	2749430	63
UP000514836	2744001	307
UP000515246	2759177	44
UP000515249	2974900	60
UP000515251	2759121	53
UP000515252	2759728	72
UP000515262	2759732	55
UP000515282	2759464	78
UP000515306	2759730	68
UP000515318	2755402	52
UP000515341	2750854	53
UP000515428	2759205	62
UP000515429	2756145	72
UP000515448	2491323	65
UP000515470	2759715	75
UP000515482	2759182	232
UP000515483	2759721	70
UP000515525	2586959	175
UP000515562	2754975	136
UP000515565	2732254	75
UP000515566	2759599	51
UP000515587	2759713	58
UP000515604	2759724	65
UP000515626	2750857	68
UP000515649	2759725	51
UP000515657	2759180	76
UP000515683	2588487	292
UP000515706	2739752	335
UP000515722	2586961	179
UP000515762	2759719	53
UP000515780	2759201	160
UP000515805	2762391	69
UP000515807	2759211	111
UP000515820	2686378	89
UP000515834	2763530	169
UP000515841	2762283	140
UP000515851	2762419	153
UP000515853	2762667	334
UP000515864	2740180	89
UP000515872	2740182	74
UP000515874	2762401	91
UP000515901	2762288	124
UP000515907	2762398	78
UP000515915	2759272	75
UP000515922	2739834	225
UP000515930	2762418	106
UP000515935	2762411	92
UP000515936	2766478	177
UP000515937	2762412	85
UP000515957	2762280	132
UP000515966	2762279	53
UP000515969	2739833	50
UP000515973	2762406	114
UP000515979	2762289	50
UP000515980	2762287	48
UP000516002	2716322	45
UP000516009	2767561	107
UP000516016	2664388	111
UP000516025	2735533	188
UP000516055	2768139	109
UP000516067	2664409	113
UP000516069	2762278	56
UP000516075	2759191	43
UP000516087	2766528	30
UP000516089	2767564	63
UP000516096	2767566	209
UP000516102	2664398	64
UP000516108	2769335	60
UP000516114	2664400	52
UP000516123	2767559	102
UP000516130	2664396	79
UP000516151	2767565	238
UP000516164	2766968	49
UP000516167	2664407	56
UP000516170	2769334	74
UP000516174	2769358	202
UP000516175	2766529	26
UP000516184	2759200	95
UP000516188	2767562	106
UP000516190	2664406	68
UP000516196	2664399	66
UP000516204	2768133	68
UP000516205	2767557	104
UP000516212	2767556	54
UP000516215	2664395	40
UP000516219	2664391	82
UP000516223	2767569	62
UP000516225	2664408	56
UP000516232	2759203	46
UP000516243	2762426	77
UP000516365	2735531	76
UP000516392	2769337	251
UP000516407	2743904	57
UP000516408	2743960	54
UP000516415	2759194	174
UP000516460	2743923	55
UP000516463	2743911	64
UP000516468	2743909	91
UP000516513	2767574	55
UP000516521	2686238	123
UP000516530	1907173	97
UP000516547	2723960	85
UP000516550	2759392	68
UP000516562	2059381	43
UP000516571	2723910	204
UP000516590	2767573	58
UP000516597	2724332	68
UP000516639	2755401	168
UP000516645	2759393	95
UP000516653	2759389	60
UP000516657	2759391	68
UP000516716	2756144	32
UP000516732	2723909	83
UP000516780	2736280	55
UP000516798	2746235	68
UP000516808	2759387	52
UP000516823	2716170	48
UP000516826	2759388	248
UP000516882	2763101	123
UP000516893	2767570	64
UP000543799	2730535	193
UP000545774	2736817	67
UP000563607	2730537	69
UP000567690	2772025	119
UP000593599	2772086	77
UP000593603	2767575	55
UP000593614	2776839	82
UP000593627	2772072	105
UP000593635	2777318	50
UP000593642	2776848	238
UP000593677	2776852	64
UP000593686	2772073	114
UP000593702	109981	187
UP000593713	2772080	92
UP000593732	2776735	74
UP000593734	2772085	97
UP000593741	2772081	89
UP000593744	2772066	96
UP000593824	2772095	74
UP000593828	2772062	105
UP000593838	2772059	98
UP000593848	2655037	28
UP000593850	2772084	96
UP000593856	2776822	66
UP000593882	2772074	97
UP000593896	2776851	68
UP000593898	2772078	93
UP000593899	2772061	79
UP000593911	2776876	104
UP000593934	2776815	49
UP000593952	2767571	114
UP000593965	2776854	69
UP000593979	2772067	91
UP000593991	2763103	74
UP000594003	2772068	93
UP000594004	2772091	100
UP000594005	2776813	67
UP000594028	2772092	86
UP000594029	2783539	275
UP000594030	2772069	109
UP000594037	2772065	93
UP000594044	1262524	58
UP000594045	2776872	100
UP000594051	2772063	92
UP000594055	2772076	101
UP000594057	2772089	90
UP000594063	2772064	105
UP000594068	2776853	100
UP000594083	2776877	98
UP000594086	2772060	100
UP000594097	2772077	81
UP000594112	2776837	32
UP000594117	2772083	95
UP000594129	2772093	85
UP000594132	2772071	100
UP000594135	2776865	70
UP000594150	2772079	94
UP000594155	2736205	59
UP000594161	2772075	102
UP000594162	2776858	75
UP000594166	2776855	123
UP000594167	2777397	81
UP000594201	2776769	269
UP000594342	2420051	1537
UP000594363	2743903	84
UP000594402	2664196	108
UP000594403	2736224	25
UP000594449	2736229	59
UP000594450	2759213	71
UP000594475	2736235	50
UP000594479	2492467	45
UP000594509	2736232	51
UP000594510	2777301	104
UP000594514	2759219	61
UP000594531	2711164	250
UP000594545	2736228	46
UP000594561	2686300	101
UP000594566	2711163	195
UP000594573	2759214	202
UP000594581	2727865	72
UP000594599	2777375	209
UP000594602	2736226	52
UP000594606	2777378	187
UP000594620	2777380	192
UP000594647	2783550	41
UP000594665	2759188	50
UP000594680	2492468	45
UP000594687	2777376	280
UP000594692	2711165	240
UP000594807	2751381	49
UP000594820	2794947	97
UP000594825	2751390	59
UP000594859	2787015	285
UP000594906	2725864	66
UP000594946	2794891	62
UP000595003	2751382	62
UP000595005	2725867	59
UP000595016	2787014	60
UP000595020	2751391	54
UP000595028	180170	120
UP000595073	2751388	65
UP000595090	2793708	125
UP000595099	2751386	64
UP000595162	2530040	230
UP000595170	2796514	82
UP000595232	2768128	38
UP000595249	2777363	58
UP000595260	2790994	102
UP000595268	2800826	46
UP000595272	2801524	102
UP000595298	2801364	21
UP000595300	2777369	100
UP000595307	2801526	147
UP000595319	2801522	61
UP000595337	2777365	65
UP000595338	2796524	57
UP000595372	2767195	62
UP000595413	2709316	61
UP000595458	2796522	62
UP000595472	2790985	92
UP000595480	2801476	238
UP000595525	2795294	300
UP000595544	2801830	258
UP000595574	2814919	315
UP000595580	2796523	62
UP000595587	2796518	62
UP000595650	2790986	61
UP000595652	2797423	263
UP000595692	2801385	52
UP000595699	2510450	26
UP000595714	2799684	291
UP000595790	260586	56
UP000595806	2800824	56
UP000595872	2796520	63
UP000595883	2768129	37
UP000595893	2800825	56
UP000595936	2800706	62
UP000595958	2790993	95
UP000595970	2759196	56
UP000595980	2797425	58
UP000595997	2796519	52
UP000596077	2777321	52
UP000596080	2801577	64
UP000596085	2796513	57
UP000596123	2797313	352
UP000596151	2797324	73
UP000596172	2801480	28
UP000596175	2797323	228
UP000596200	2781113	88
UP000596203	2796521	65
UP000596242	2801835	248
UP000596247	2762819	336
UP000596259	2762814	86
UP000596291	2762811	86
UP000596295	2797319	65
UP000596297	2801527	256
UP000596298	2797306	77
UP000596304	2796498	65
UP000596328	2801893	94
UP000596333	2797320	68
UP000596342	2762822	55
UP000596346	2797321	71
UP000596378	2801521	36
UP000596381	2801834	372
UP000596413	2797299	83
UP000598603	2509570	86
UP000603881	2803736	70
UP000604923	2509770	159
UP000605518	2509787	256
UP000606879	2509575	87
UP000608146	2509742	88
UP000608636	2785444	258
UP000608978	2805752	89
UP000609967	2803737	58
UP000610026	2805750	84
UP000612540	2805842	88
UP000615184	2809246	27
UP000616300	2805746	102
UP000617684	2509750	101
UP000618048	2809243	18
UP000618148	2509779	59
UP000619907	2509753	69
UP000620072	2509748	22
UP000620482	2509757	259
UP000622430	2805748	116
UP000623593	2509730	53
UP000624328	2509585	83
UP000626490	2509728	99
UP000627420	2509751	6
UP000627498	2509758	75
UP000628366	2509588	74
UP000629758	2762285	51
UP000631800	2509759	90
UP000632232	2509732	64
UP000633013	2509784	128
UP000633244	2509740	168
UP000633961	2509747	69
UP000638912	2509584	79
UP000639704	2509734	57
UP000640747	2509755	153
UP000641292	2509762	86
UP000643524	2509564	7
UP000646117	2509561	7
UP000647641	2509735	168
UP000648299	2509583	284
UP000648714	2806022	17
UP000649036	2509574	128
UP000649137	2509572	355
UP000651626	2749381	88
UP000653213	2509727	78
UP000653557	2723893	228
UP000654052	2805839	65
UP000654728	2509726	279
UP000656384	2509576	101
UP000656642	2809244	66
UP000656987	2509781	102
UP000657963	2805747	315
UP000658495	2509590	168
UP000659023	2809245	20
UP000659877	2509731	111
UP000661685	2509556	50
UP000662651	2793710	53
UP000662754	2783669	202
UP000662756	2806604	74
UP000662757	2813240	87
UP000662760	2812854	95
UP000662767	2813260	118
UP000662784	2815750	53
UP000662786	2813217	58
UP000662790	2591344	279
UP000662797	2767588	83
UP000662843	2813221	108
UP000662847	2783548	215
UP000662856	2813231	95
UP000662859	2813267	64
UP000662862	2813258	70
UP000662864	2781367	47
UP000662876	2813212	67
UP000662885	2783546	77
UP000662891	2783668	134
UP000662899	2813236	117
UP000662906	2813273	117
UP000662909	2813239	81
UP000662926	2767552	46
UP000662930	2813265	75
UP000662980	2813229	85
UP000663010	2783562	57
UP000663012	2813166	65
UP000663035	2813244	88
UP000663068	2776772	296
UP000663070	2783544	54
UP000663080	2767584	81
UP000663109	2783543	90
UP000663114	2813164	150
UP000663144	2783673	211
UP000663155	2812861	134
UP000663160	2812903	52
UP000663168	2783563	51
UP000663175	2767589	64
UP000663176	2806547	101
UP000663184	2811249	72
UP000663201	2783540	70
UP000663220	2813248	117
UP000663222	2812933	119
UP000663226	2813243	58
UP000663243	2813225	71
UP000663244	2806696	55
UP000663251	2813228	115
UP000663263	2736267	60
UP000663273	2813223	93
UP000663275	2813230	78
UP000663288	2783674	229
UP000663308	2813266	76
UP000663311	2767585	73
UP000663313	2767583	82
UP000663341	2767587	77
UP000663368	2782522	168
UP000663380	2813233	76
UP000663384	2783565	49
UP000663390	2759186	52
UP000663393	2783542	45
UP000663395	2812936	76
UP000663424	2813257	69
UP000663428	2813241	69
UP000663463	2767578	63
UP000663465	2783551	56
UP000663469	2783560	50
UP000663480	2813269	79
UP000663491	2767579	69
UP000663494	2783541	64
UP000663497	2783545	58
UP000663537	2783552	72
UP000663544	2781366	21
UP000663548	2813268	71
UP000663561	2776766	45
UP000663569	2813222	144
UP000663581	2767586	74
UP000663588	2813226	71
UP000663595	2815747	20
UP000663596	2813270	134
UP000663609	2813262	70
UP000663614	2813232	67
UP000663619	2813214	75
UP000663620	2813227	84
UP000663644	2813252	90
UP000663645	2813264	115
UP000663664	2767577	70
UP000664906	2816472	92
UP000664912	2815753	81
UP000664915	2781608	353
UP000664917	2781607	56
UP000664925	2816463	78
UP000664931	2781364	52
UP000664934	2816464	82
UP000671940	2723899	78
UP000671943	2776752	58
UP000671952	2723900	89
UP000671971	2723772	131
UP000672025	2723774	265
UP000672035	2723770	107
UP000675967	221036	1
UP000675982	1138484	3
UP000675993	2099567	5
UP000675998	2786481	4
UP000676014	2582892	2
UP000676046	2697494	1
UP000676050	2720961	2
UP000676070	2829394	99
UP000676099	2829800	70
UP000676168	2834266	178
UP000676258	2786037	4
UP000676279	2769808	88
UP000676385	2018499	5
UP000676463	2786494	4
UP000676498	2786089	7
UP000676611	2786025	5
UP000676615	1861840	3
UP000676655	2834247	59
UP000676934	2786400	5
UP000676942	3071280	80
UP000676943	2592414	2
UP000676975	2816462	58
UP000676979	2786061	4
UP000676981	2664236	10
UP000677010	2786788	6
UP000677017	1265605	2
UP000677021	2786398	4
UP000677100	2786619	5
UP000677137	2786778	5
UP000677192	2786153	5
UP000677216	2786007	4
UP000677293	2786055	7
UP000677306	2786029	4
UP000677376	2054619	3
UP000677390	2786074	4
UP000677482	2798043	269
UP000677584	2786576	4
UP000677593	2786304	5
UP000677631	2786555	4
UP000677743	2786269	5
UP000677749	2249932	3
UP000677756	2660760	6
UP000677888	2786279	4
UP000677933	2786303	5
UP000677952	2716318	3
UP000677965	2584386	2
UP000678091	2834256	87
UP000678144	2831177	51
UP000678153	2604336	2
UP000678172	2849699	1
UP000678174	2812440	52
UP000678193	2704413	148
UP000678224	2291941	1
UP000678262	2833876	107
UP000678325	2595002	6
UP000678349	2836072	73
UP000678361	1708387	1
UP000678431	2835893	283
UP000678489	2831174	84
UP000678520	2829146	67
UP000678543	989895	7
UP000678552	2786498	4
UP000678589	2843908	4
UP000678595	2483037	10
UP000678691	2161877	4
UP000678732	2786847	4
UP000678749	2786036	5
UP000678883	2786629	5
UP000678963	2720958	2
UP000678990	3071284	5
UP000679074	2175800	4
UP000679217	2592416	2
UP000679280	2831678	130
UP000679294	1138485	3
UP000679311	2829408	334
UP000679365	2708635	3
UP000679368	2786057	5
UP000679414	2786183	4
UP000679483	2834252	22
UP000679486	2786532	5
UP000679584	2719116	5
UP000679612	2829391	104
UP000679762	2771210	9
UP000679780	2786167	4
UP000679797	2820395	72
UP000679805	2786020	4
UP000679815	2786079	5
UP000679855	2213167	2
UP000679874	2682569	4
UP000679880	2501288	1
UP000679945	2809802	3
UP000679976	2786375	4
UP000680011	2249933	3
UP000680021	2746303	5
UP000680052	2786734	4
UP000680104	2596899	1
UP000680115	2786119	5
UP000680151	2834268	57
UP000680214	2161878	4
UP000680218	2164061	4
UP000680281	2834254	278
UP000680323	2786190	6
UP000680397	2786225	5
UP000680411	2831179	52
UP000680435	2811509	306
UP000680437	2836069	44
UP000680440	2786288	4
UP000680460	2786364	4
UP000680522	2786216	4
UP000680559	2820394	79
UP000680609	2530493	2
UP000680639	2530494	2
UP000680678	2789449	2
UP000680699	2599960	1
UP000680734	2786547	4
UP000680761	2518104	4
UP000680768	2786096	4
UP000680794	2829367	92
UP000680884	2838316	57
UP000680918	2786639	5
UP000680934	2786392	5
UP000681011	2843907	9
UP000681199	2231774	1
UP000681230	2485924	1
UP000681260	2496634	2
UP000681272	2025480	3
UP000681274	2795669	29
UP000681292	2729382	13
UP000681298	2834259	64
UP000681517	2836053	218
UP000681521	2836121	69
UP000681523	2820398	310
UP000681550	2786507	4
UP000681589	2786795	4
UP000681638	2786084	6
UP000681650	2820456	63
UP000681658	2584390	2
UP000681788	2820396	52
UP000681882	2786108	5
UP000681978	2762435	9
UP000681991	2786743	4
UP000681995	2789453	3
UP000682003	2161875	4
UP000682018	2518008	4
UP000682034	417194	1
UP000682056	2786432	5
UP000682099	2786534	5
UP000682138	2603627	5
UP000682251	2600101	1
UP000682298	2786772	5
UP000682344	2739875	2
UP000682363	2558055	9
UP000682369	2834250	56
UP000682404	2786305	5
UP000682443	2070027	486
UP000682487	2786227	5
UP000682500	2786785	4
UP000682577	2579707	3
UP000682645	2509616	97
UP000682669	2786078	5
UP000682787	2709746	5
UP000682807	2584401	2
UP000682818	2705543	2
UP000682862	2834248	74
UP000682938	2213168	2
UP000682947	2596902	1
UP000683093	2057931	3
UP000683107	2795667	71
UP000683110	2786401	4
UP000683116	1260287	30
UP000683171	2597808	12
UP000683200	2786280	6
UP000683216	2786070	6
UP000683283	2786064	5
UP000683308	2746309	4
UP000683390	2813174	73
UP000683391	2813173	74
UP000683414	2844394	63
UP000683422	2845816	164
UP000683424	2799672	70
UP000683427	2844399	87
UP000683435	2848982	35
UP000683438	2848881	77
UP000683440	2785523	61
UP000693644	2836045	94
UP000693646	2836046	312
UP000693650	2836009	82
UP000693667	2745662	66
UP000693682	2836095	82
UP000693692	2836048	71
UP000693706	2745673	79
UP000693725	2836091	102
UP000693739	2745693	94
UP000693745	2836008	102
UP000693758	2836090	79
UP000693765	2834253	55
UP000693777	2745699	62
UP000693780	2836099	98
UP000693786	2836093	58
UP000693815	2834265	83
UP000693837	2836007	89
UP000693839	2745684	48
UP000693866	2836052	97
UP000693868	2745672	117
UP000693881	2745650	78
UP000693895	2745694	13
UP000693898	2849625	65
UP000693899	2745691	193
UP000693901	2836041	67
UP000693905	2745681	50
UP000694260	2834269	53
UP000694740	2783667	80
UP000792083	1027253	9
UP000792220	10288	311
UP000792575	1293540	243
UP000792671	1293572	301
UP000793837	1868683	82
UP000817156	1290581	3
UP000821891	2743933	109
UP000821895	2743910	89
UP000824569	2872297	61
UP000824691	2872011	203
UP000825239	2863002	9
UP000825249	2863001	13
UP000825260	2863003	11
UP000825356	2836111	235
UP000825723	2870751	192
UP000826171	2859638	108
UP000826536	2859633	69
UP000826541	2855484	171
UP000826727	2862503	21
UP000827160	2847766	50
UP000827174	2772520	58
UP000827176	2878009	71
UP000827183	2859649	49
UP000827186	2832339	223
UP000827187	2772518	54
UP000827198	2806549	57
UP000827208	2772521	59
UP000827216	2772516	58
UP000827220	2859650	55
UP000827222	2772519	58
UP000827230	2736196	65
UP000827232	2878006	112
UP000827239	2836075	182
UP000827244	2894717	32
UP000827260	2878008	113
UP000827261	2859655	95
UP000827273	2823854	47
UP000827282	2878010	71
UP000827300	2750284	70
UP000827317	2859528	63
UP000827319	2859658	100
UP000827341	2806603	56
UP000827372	2986403	90
UP000827373	2810526	66
UP000827378	2801383	54
UP000827388	2986411	99
UP000827394	2906743	66
UP000827402	2859362	94
UP000827403	2861007	65
UP000827405	2894778	61
UP000827408	2986417	79
UP000827409	2986396	84
UP000827417	2863832	80
UP000827424	2866661	48
UP000827428	2813751	22
UP000827429	2986401	86
UP000827432	2986394	88
UP000827434	2856178	16
UP000827437	2859363	80
UP000827440	2986398	82
UP000827441	2986395	89
UP000827442	2986404	86
UP000827445	2849244	110
UP000827448	2836110	213
UP000827457	2859336	53
UP000827460	2894790	262
UP000827472	2715094	2
UP000827483	2986415	97
UP000827497	2849079	50
UP000827498	2859659	68
UP000827517	2869569	294
UP000827519	2871542	224
UP000827526	2859364	97
UP000827530	2859660	96
UP000827533	2869570	334
UP000827544	2894788	267
UP000827551	2856177	42
UP000827552	2986405	93
UP000827556	3070925	63
UP000827557	2836126	95
UP000827562	2986410	99
UP000827565	2835969	71
UP000827566	2835979	103
UP000827568	2835981	80
UP000827577	2859325	250
UP000827587	2856175	61
UP000827590	2268614	50
UP000827596	2859321	92
UP000827602	2835984	147
UP000827609	2866695	346
UP000827619	2876571	84
UP000827621	2835988	72
UP000827624	2894593	76
UP000827626	2836113	119
UP000827630	2884453	60
UP000827639	2859319	72
UP000827645	2866803	9
UP000827647	2776765	55
UP000827659	2900133	56
UP000827668	2886036	60
UP000827681	2900137	32
UP000827695	2894785	65
UP000827699	2886035	53
UP000827716	2885981	88
UP000827723	2871513	78
UP000827728	2859339	46
UP000827738	2885974	66
UP000827755	2894803	57
UP000827768	2885983	262
UP000827784	2801359	86
UP000827799	2986407	100
UP000827812	2867478	96
UP000827813	2986400	89
UP000827814	2877989	126
UP000827816	2894794	81
UP000827835	2801381	55
UP000827845	2877990	89
UP000827856	2759120	65
UP000827858	2866684	61
UP000827862	2885973	67
UP000827870	2653657	51
UP000827876	2865787	86
UP000827882	2591343	191
UP000827883	2851954	78
UP000827895	2866685	50
UP000827897	2894292	83
UP000827898	2839849	36
UP000827903	2885972	276
UP000827914	2867265	185
UP000827925	2853092	75
UP000827938	2880897	8
UP000827952	2877946	74
UP000827969	2801382	58
UP000827977	2876728	68
UP000827984	2863189	93
UP000828016	2900148	51
UP000828021	2853091	91
UP000828022	2723240	8
UP000828023	2851100	79
UP000828034	2869571	69
UP000828041	2852115	229
UP000828051	2851081	69
UP000828068	2873413	71
UP000828081	2894751	168
UP000828083	2986419	100
UP000828095	1048520	72
UP000828099	2833427	81
UP000828107	2851035	55
UP000828115	2851956	89
UP000828122	2869572	58
UP000828127	2859340	403
UP000828129	2873353	76
UP000828130	2723241	8
UP000828133	2876570	180
UP000828140	2851955	83
UP000828144	2851113	88
UP000828165	2723243	2
UP000828168	1852668	28
UP000828171	2864369	92
UP000828183	2530034	59
UP000828188	2894335	87
UP000828192	2861002	79
UP000828193	2867472	109
UP000828212	2873349	83
UP000828220	2867470	104
UP000828223	2894336	46
UP000828234	2849972	73
UP000828242	2869573	70
UP000828243	2884451	82
UP000828248	2849628	333
UP000828258	2836112	83
UP000828268	1048525	16
UP000828271	2873380	68
UP000828272	2872631	65
UP000828276	2859353	98
UP000828278	2859335	100
UP000828295	2900302	57
UP000828300	2859493	95
UP000828312	2873531	75
UP000828321	2869562	262
UP000828328	2801506	114
UP000828350	2886042	86
UP000828355	2876878	58
UP000828357	2894367	55
UP000828369	2775262	61
UP000828376	2880893	69
UP000828378	2836117	63
UP000828384	2894356	75
UP000828397	2859305	254
UP000828404	2835954	100
UP000828412	2873460	174
UP000828413	2875690	97
UP000828419	2859299	55
UP000828443	2863194	259
UP000828444	2863195	91
UP000828445	2859283	356
UP000828451	2859310	223
UP000828458	2816879	20
UP000828461	2859291	68
UP000828463	2859302	210
UP000828465	2859290	50
UP000828466	2859285	320
UP000828477	2729567	18
UP000828485	2859303	89
UP000828491	2859309	77
UP000828494	2859317	40
UP000828495	2873443	129
UP000828498	2859357	89
UP000828501	2859312	90
UP000828512	2859359	62
UP000828521	2759197	65
UP000828527	2859358	48
UP000828540	2859356	75
UP000828555	2851989	88
UP000828563	1425358	34
UP000828564	2859350	79
UP000828580	2851981	65
UP000828611	1048524	26
UP000828617	2866686	145
UP000828629	2851112	95
UP000828668	2775261	51
UP000828669	2782523	45
UP000828678	2869568	70
UP000828681	2866687	52
UP000828693	2891197	112
UP000828701	2782524	51
UP000828713	2836134	51
UP000828730	2835968	141
UP000828732	2852006	156
UP000828735	2872675	58
UP000828755	2859341	188
UP000828758	2859352	86
UP000828762	2853095	61
