organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome
UP000327185	0.15419	0.09991
UP000327190	0.20015	0.18267
UP000327247	0.1113	0.06252
UP000327303	0.116	0.07742
UP000327308	0.10936	0.0723
UP000327317	0.16717	0.10967
UP000327385	0.31878	0.26417
UP000327388	0.23597	0.10255
UP000327392	0.23051	0.2002
UP000327398	0.05264	0.05795
UP000327403	0.05825	0.07559
UP000327462	0.17496	0.16381
UP000327471	0.11153	0.07117
UP000327512	0.14509	0.09915
UP000327513	0.1287	0.08813
UP000328074	0.13393	0.07666
UP000332081	0.23542	0.12961
UP000334913	0.21655	0.15534
UP000336338	0.07875	0.07872
UP000337614	0.05299	0.04422
UP000338747	0.14874	0.11971
UP000342258	0.20828	0.12941
UP000342445	0.15318	0.12968
UP000343228	0.23074	0.17384
UP000343370	0.10284	0.09795
UP000343590	0.07533	0.05068
UP000343814	0.20915	0.16115
UP000345177	0.10358	0.06547
UP000346466	0.18905	0.18442
UP000349651	0.1556	0.15234
UP000355363	0.10998	0.06216
UP000355922	0.16399	0.11549
UP000366750	0.14463	0.10593
UP000368198	0.07093	0.05626
UP000370142	0.26669	0.20944
UP000371275	0.26612	0.17563
UP000375470	0.1522	0.12712
UP000375734	0.08022	0.04736
UP000378109	0.08241	0.06919
UP000378168	0.18902	0.13839
UP000379765	0.23516	0.18708
UP000383886	0.19982	0.19686
UP000385725	0.08427	0.06817
UP000386225	0.13923	0.09908
UP000388066	0.10235	0.06317
UP000390472	0.16008	0.12751
UP000394254	0.2167	0.14018
UP000395019	0.13182	0.07061
UP000395995	0.07532	0.07932
UP000396795	0.1361	0.07484
UP000400215	0.25435	0.18286
UP000400849	0.15537	0.12265
UP000402637	0.06236	0.06109
UP000403312	0.21335	0.1741
UP000403663	0.11542	0.10485
UP000406128	0.10708	0.0809
UP000406551	0.2425	0.13098
UP000408995	0.14825	0.10647
UP000414356	0.11838	0.06461
UP000422169	0.08655	0.09168
UP000422279	0.06512	0.04057
UP000422411	0.26535	0.17884
UP000422427	0.08983	0.06337
UP000422537	0.16761	0.11249
UP000422671	0.15489	0.1301
UP000422759	0.14608	0.12076
UP000422881	0.04967	0.0581
UP000422911	0.24677	0.20116
UP000422944	0.08597	0.04919
UP000423036	0.15402	0.09734
UP000423147	0.11493	0.06653
UP000423180	0.20918	0.14062
UP000423183	0.14012	0.06605
UP000423323	0.1193	0.08465
UP000423358	0.20481	0.18816
UP000423482	0.15948	0.11825
UP000423609	0.18363	0.13122
UP000423635	0.11098	0.08705
UP000423725	0.16991	0.11341
UP000423819	0.11981	0.07894
UP000423885	0.14404	0.07119
UP000423964	0.12171	0.06544
UP000423994	0.06215	0.08116
UP000424080	0.09736	0.06393
UP000424095	0.1723	0.1071
UP000424111	0.0679	0.0427
UP000424180	0.05951	0.03225
UP000424227	0.13789	0.10484
UP000424306	0.0924	0.05301
UP000424329	0.1297	0.13528
UP000424515	0.07807	0.0888
UP000424671	0.17314	0.08853
UP000424681	0.25853	0.19472
UP000424741	0.09232	0.05144
UP000424756	0.21228	0.17188
UP000424774	0.18733	0.19296
UP000424925	0.10526	0.06493
UP000424968	0.14614	0.13325
UP000425122	0.24939	0.186
UP000425181	0.17948	0.13673
UP000425185	0.15106	0.11703
UP000425243	0.05801	0.08425
UP000425344	0.13538	0.07649
UP000425388	0.20305	0.14922
UP000425398	0.13962	0.07779
UP000425433	0.17522	0.10526
UP000425480	0.18358	0.16825
UP000425507	0.06512	0.06438
UP000425586	0.21212	0.16798
UP000425598	0.11344	0.06371
UP000425855	0.0727	0.04668
UP000425972	0.14154	0.11193
UP000426000	0.1367	0.08821
UP000426006	0.13297	0.07192
UP000426009	0.17139	0.12408
UP000426331	0.09791	0.06706
UP000426334	0.09526	0.08724
UP000426439	0.06765	0.04348
UP000426455	0.13559	0.11859
UP000426540	0.27051	0.18616
UP000426542	0.10125	0.07555
UP000426622	0.05049	0.08628
UP000426646	0.12039	0.07312
UP000426726	0.22129	0.18444
UP000426939	0.11606	0.06002
UP000427093	0.13761	0.14526
UP000427113	0.15199	0.16445
UP000427166	0.18787	0.13358
UP000427214	0.23789	0.16514
UP000427269	0.05863	0.0793
UP000427282	0.21814	0.14407
UP000427287	0.24571	0.22567
UP000427394	0.07101	0.04919
UP000427455	0.19582	0.17801
UP000427754	0.08801	0.06746
UP000427792	0.19838	0.11642
UP000427832	0.18925	0.14879
UP000427898	0.19493	0.19115
UP000428840	0.05715	0.04939
UP000429954	0.05299	0.05054
UP000430309	0.1758	0.08369
UP000430622	0.06845	0.04233
UP000431123	0.46394	0.26274
UP000431779	0.17471	0.13876
UP000432177	0.06764	0.06534
UP000433019	0.18593	0.12357
UP000433183	0.11553	0.08245
UP000433471	0.05819	0.04178
UP000434281	0.16716	0.11465
UP000434519	0.12382	0.09885
UP000435653	0.14805	0.09157
UP000435913	0.09719	0.08221
UP000438167	0.24791	0.15612
UP000439483	0.08929	0.08291
UP000439580	0.13693	0.07774
UP000440284	0.04829	0.07935
UP000440361	0.12243	0.06486
UP000440993	0.0674	0.14909
UP000441199	0.06996	0.0739
UP000463860	0.14265	0.11671
UP000463880	0.22462	0.18479
UP000463915	0.23023	0.18588
UP000463946	0.23014	0.22875
UP000463953	0.16313	0.10165
UP000463960	0.08938	0.06805
UP000463977	0.11817	0.09147
UP000463978	0.0837	0.08402
UP000464017	0.13885	0.12085
UP000464092	0.11815	0.07952
UP000464098	0.1678	0.10539
UP000464110	0.04529	0.06304
UP000464167	0.06622	0.04974
UP000464219	0.08848	0.07612
UP000464220	0.06766	0.04759
UP000464225	0.20606	0.20342
UP000464231	0.06477	0.0886
UP000464248	0.15399	0.13705
UP000464303	0.15405	0.05922
UP000464311	0.46031	0.34078
UP000464321	0.09032	0.06615
UP000464333	0.19353	0.13206
UP000464334	0.17475	0.10852
UP000464364	0.10591	0.07399
UP000464369	0.05931	0.03059
UP000464404	0.27562	0.22929
UP000464416	0.18948	0.12369
UP000464544	0.09747	0.06222
UP000464561	0.21452	0.17434
UP000464588	0.13012	0.1219
UP000464595	0.10737	0.08846
UP000464626	0.07509	0.09326
UP000464669	0.05338	0.04961
UP000464671	0.14546	0.06904
UP000464711	0.06018	0.03723
UP000464713	0.21542	0.15811
UP000464721	0.09541	0.12472
UP000464726	0.12989	0.10907
UP000464732	0.07633	0.07114
UP000464827	0.13233	0.07561
UP000464863	0.20597	0.11354
UP000464870	0.21385	0.16633
UP000464888	0.13505	0.0736
UP000464929	0.14442	0.09099
UP000464948	0.10231	0.073
UP000464956	0.17168	0.10711
UP000465009	0.20512	0.09407
UP000465010	0.1584	0.09874
UP000465071	0.07987	0.0534
UP000465079	0.13919	0.07703
UP000465091	0.2364	0.16473
UP000465092	0.16332	0.09203
UP000465101	0.16901	0.08636
UP000465120	0.18767	0.11257
UP000465822	0.07976	0.07052
UP000466160	0.12286	0.11222
UP000474732	0.32404	0.18235
UP000479357	0.05986	0.04735
UP000481813	0.069	0.07686
UP000500682	0.18981	0.18981
UP000500715	0.15978	0.09609
UP000500719	0.13466	0.1307
UP000500736	0.11359	0.06029
UP000500739	0.1745	0.08994
UP000500751	0.0	0.0
UP000500782	0.17723	0.0751
UP000500788	0.20607	0.17992
UP000500813	0.47003	0.26192
UP000500818	0.08461	0.1427
UP000500845	0.12798	0.11182
UP000500851	0.09176	0.07853
UP000500852	0.36134	0.28457
UP000500859	0.0277	0.02639
UP000500866	0.17421	0.14663
UP000500880	0.07802	0.10679
UP000500888	0.13576	0.12915
UP000500903	0.08703	0.12679
UP000500906	0.13057	0.09958
UP000500909	0.15091	0.10898
UP000500911	0.19417	0.14994
UP000500929	0.35254	0.24826
UP000500948	0.10574	0.0653
UP000501024	0.04512	0.04666
UP000501040	0.03252	0.03153
UP000501086	0.22989	0.18748
UP000501169	0.1815	0.1164
UP000501176	0.65436	0.43016
UP000501191	0.26789	0.20474
UP000501199	0.16197	0.09148
UP000501203	0.39223	0.22567
UP000501217	0.03243	0.03624
UP000501257	0.102	0.09768
UP000501266	0.11005	0.10883
UP000501273	0.14448	0.0637
UP000501306	0.61373	0.42901
UP000501331	0.16635	0.15339
UP000501378	0.16926	0.21078
UP000501383	0.10498	0.09609
UP000501396	0.35104	0.21464
UP000501404	0.17896	0.16632
UP000501417	0.10478	0.077
UP000501438	0.1409	0.10637
UP000501455	0.13932	0.09954
UP000501526	0.11206	0.09085
UP000501603	0.18493	0.14467
UP000501662	0.15952	0.10994
UP000501674	0.14681	0.18273
UP000501696	0.13222	0.11193
UP000501743	0.13087	0.11024
UP000501749	0.49949	0.32272
UP000501757	0.13885	0.06941
UP000501778	0.08159	0.06726
UP000501785	0.24782	0.1403
UP000501803	0.25311	0.24528
UP000501829	0.15917	0.16591
UP000501835	0.2266	0.09108
UP000501873	0.23731	0.18134
UP000501879	0.0708	0.05642
UP000501889	0.14095	0.10692
UP000501932	0.49016	0.44452
UP000501938	0.56133	0.33728
UP000501962	0.2361	0.12975
UP000501964	0.22876	0.20872
UP000501971	0.11792	0.08671
UP000501995	0.75033	0.53071
UP000502007	0.05412	0.06667
UP000502036	0.37105	0.22526
UP000502038	0.08336	0.09685
UP000502070	0.12288	0.1205
UP000502087	0.22086	0.22783
UP000502112	0.18998	0.13979
UP000502124	0.21159	0.17402
UP000502153	0.25611	0.19191
UP000502154	0.19544	0.12148
UP000502182	0.14496	0.12231
UP000502236	0.18768	0.08909
UP000502293	0.27212	0.14609
UP000502302	0.12258	0.0764
UP000502304	0.11689	0.0906
UP000502325	0.07778	0.06192
UP000502326	0.09462	0.05231
UP000502339	0.45174	0.20857
UP000502376	0.14953	0.1188
UP000502382	0.36028	0.24448
UP000502393	0.01976	0.01355
UP000502394	0.09324	0.12256
UP000502399	0.39127	0.29142
UP000502407	0.29492	0.18542
UP000502477	0.14003	0.1161
UP000502479	0.15446	0.09435
UP000502488	0.1146	0.07565
UP000502509	0.20216	0.11733
UP000502519	0.25629	0.18831
UP000502540	0.15244	0.07945
UP000502541	0.13841	0.09935
UP000502548	0.16975	0.12353
UP000502572	0.01891	0.03134
UP000502573	0.13386	0.16076
UP000502578	0.23663	0.22436
UP000502581	0.08114	0.04663
UP000502584	0.14092	0.0887
UP000502596	0.23667	0.14374
UP000502599	0.19851	0.1014
UP000502615	0.26845	0.15115
UP000502617	0.17865	0.1657
UP000502654	0.09818	0.08756
UP000502667	0.00168	0.00524
UP000502721	0.18854	0.14784
UP000502753	0.10131	0.08426
UP000502759	0.06858	0.04765
UP000502765	0.15616	0.09061
UP000502771	0.04643	0.05023
UP000502801	0.08926	0.07757
UP000502816	0.07162	0.06096
UP000502819	0.12865	0.10134
UP000502828	0.18557	0.13123
UP000502851	0.14428	0.13873
UP000502880	0.23131	0.14226
UP000502893	0.10057	0.09368
UP000502897	0.07992	0.04983
UP000502929	0.12878	0.17994
UP000502930	0.0379	0.10357
UP000502935	0.04407	0.03425
UP000502939	0.10322	0.08353
UP000502947	0.10899	0.14647
UP000502959	0.17095	0.07515
UP000503037	0.12211	0.0713
UP000503046	0.25443	0.19357
UP000503093	0.17904	0.18075
UP000503104	0.23994	0.10866
UP000503107	0.06544	0.06307
UP000503113	0.16126	0.17981
UP000503152	0.13684	0.0991
UP000503179	0.31991	0.16057
UP000503181	0.07618	0.08201
UP000503184	0.16791	0.17282
UP000503211	0.15718	0.0905
UP000503236	0.26554	0.19382
UP000503246	0.10213	0.07671
UP000503252	0.02225	0.0283
UP000503256	0.19311	0.14571
UP000503261	0.0639	0.02753
UP000503263	0.18507	0.17053
UP000503286	0.12022	0.07176
UP000503301	0.15281	0.0946
UP000503302	0.20456	0.12057
UP000503311	0.09907	0.0597
UP000503316	0.06252	0.06224
UP000503333	0.07274	0.04953
UP000503337	0.19224	0.15004
UP000503376	0.09925	0.13254
UP000503386	0.15438	0.11207
UP000503412	0.23049	0.21834
UP000503413	0.11635	0.08637
UP000503416	0.22238	0.17805
UP000503444	0.20081	0.15172
UP000503449	0.03195	0.01808
UP000503469	0.21679	0.14408
UP000503473	0.30259	0.13505
UP000503478	0.30561	0.18731
UP000503488	0.52017	0.34294
UP000503509	0.15054	0.12006
UP000503543	0.14279	0.11121
UP000503550	0.07744	0.0459
UP000503575	0.23646	0.17362
UP000503587	0.04773	0.08881
UP000503591	0.30092	0.11888
UP000503593	0.12275	0.11398
UP000503609	0.15365	0.08445
UP000503612	0.09517	0.06322
UP000503623	0.04099	0.03816
UP000503624	0.17375	0.151
UP000504686	0.18739	0.08551
UP000504725	0.19123	0.14856
UP000504733	0.13342	0.11603
UP000504772	0.19823	0.12583
UP000504827	0.28554	0.15193
UP000504883	0.07803	0.05249
UP000504913	0.20836	0.13955
UP000504935	0.23723	0.09862
UP000505024	0.08361	0.06696
UP000505037	0.15742	0.08486
UP000505087	0.21166	0.12065
UP000505097	0.06953	0.04588
UP000505247	0.06891	0.06769
UP000505248	0.22643	0.10538
UP000505267	0.20125	0.10614
UP000505269	0.18203	0.10631
UP000505271	0.11621	0.08574
UP000505275	0.06374	0.03312
UP000505279	0.15154	0.15297
UP000505302	0.13097	0.11905
UP000505326	0.1587	0.08742
UP000505345	0.09704	0.07245
UP000509166	0.21784	0.15488
UP000509192	0.10009	0.10316
UP000509220	0.09027	0.07039
UP000509228	0.16326	0.17747
UP000509267	0.13072	0.11091
UP000509340	0.13718	0.12349
UP000509352	0.25496	0.1933
UP000509365	0.05172	0.03637
UP000509379	0.17506	0.08888
UP000509405	0.10684	0.05991
UP000509449	0.23746	0.1998
UP000509470	0.12868	0.11129
UP000509477	0.13148	0.13323
UP000509521	0.09139	0.12509
UP000509570	0.07975	0.06158
UP000509610	0.14236	0.13479
UP000509614	0.11264	0.065
UP000509616	0.06155	0.06702
UP000509622	0.09293	0.06226
UP000509653	0.27593	0.18668
UP000509749	0.10107	0.07208
UP000509770	0.16234	0.07833
UP000509789	0.19143	0.1164
UP000509793	0.13737	0.10562
UP000509808	0.13398	0.14644
UP000510602	0.10701	0.07617
UP000510607	0.16489	0.16793
UP000510611	0.18917	0.14806
UP000510651	0.26705	0.20117
UP000510731	0.21303	0.17531
UP000510747	0.23282	0.18849
UP000510762	0.14028	0.16526
UP000510873	0.23701	0.2064
UP000510878	0.09404	0.05703
UP000510880	0.22792	0.10195
UP000510885	0.26694	0.24784
UP000510891	0.14343	0.10688
UP000510897	0.14011	0.13931
UP000510920	0.2305	0.10477
UP000514515	0.17536	0.10281
UP000514640	0.28494	0.1221
UP000514706	0.10358	0.06501
UP000514719	0.10986	0.09041
UP000514723	0.09352	0.06269
UP000514727	0.15325	0.14193
UP000514732	0.12072	0.06877
UP000514744	0.17067	0.1138
UP000514836	0.18498	0.11644
UP000515246	0.08626	0.10065
UP000515249	0.09169	0.05986
UP000515251	0.15485	0.10468
UP000515252	0.21455	0.16602
UP000515262	0.16126	0.12335
UP000515282	0.09379	0.09131
UP000515284	0.07734	0.04638
UP000515306	0.2246	0.2017
UP000515318	0.15954	0.10633
UP000515341	0.19531	0.09689
UP000515428	0.0816	0.06969
UP000515429	0.25798	0.15583
UP000515448	0.13993	0.08849
UP000515470	0.18166	0.10775
UP000515482	0.07388	0.07183
UP000515483	0.23345	0.21255
UP000515525	0.08307	0.08004
UP000515562	0.12341	0.139
UP000515565	0.21972	0.10861
UP000515566	0.11886	0.10043
UP000515587	0.1264	0.12427
UP000515604	0.19351	0.18696
UP000515626	0.05582	0.04882
UP000515649	0.15888	0.18307
UP000515657	0.09737	0.08486
UP000515683	0.15249	0.1057
UP000515706	0.08247	0.08378
UP000515722	0.09567	0.08447
UP000515762	0.17876	0.09559
UP000515780	0.09814	0.09413
UP000515805	0.14568	0.15782
UP000515807	0.09852	0.11538
UP000515820	0.15008	0.09953
UP000515828	0.21406	0.17263
UP000515834	0.1144	0.09773
UP000515841	0.14496	0.14943
UP000515851	0.16969	0.15195
UP000515853	0.19138	0.06923
UP000515864	0.24362	0.17497
UP000515874	0.18307	0.14553
UP000515901	0.18785	0.12663
UP000515907	0.19575	0.20212
UP000515915	0.1186	0.09213
UP000515922	0.10246	0.11747
UP000515930	0.22742	0.14234
UP000515935	0.21295	0.17468
UP000515936	0.21905	0.18367
UP000515937	0.22397	0.20652
UP000515957	0.18725	0.14411
UP000515966	0.17795	0.08848
UP000515969	0.34083	0.21805
UP000515973	0.17907	0.16903
UP000515979	0.18525	0.09614
UP000515980	0.16853	0.09389
UP000516002	0.13144	0.08404
UP000516009	0.21723	0.1896
UP000516016	0.06936	0.06389
UP000516025	0.08545	0.07127
UP000516055	0.23283	0.18189
UP000516067	0.0828	0.05354
UP000516069	0.21392	0.18842
UP000516075	0.08875	0.0495
UP000516087	0.426	0.35027
UP000516089	0.16439	0.14189
UP000516096	0.14694	0.12304
UP000516102	0.05819	0.04515
UP000516108	0.14597	0.14571
UP000516114	0.05331	0.04533
UP000516123	0.24309	0.18181
UP000516130	0.06276	0.07435
UP000516151	0.12766	0.11059
UP000516164	0.21656	0.09923
UP000516167	0.0598	0.04293
UP000516170	0.16161	0.12378
UP000516174	0.10072	0.08693
UP000516175	0.36914	0.29096
UP000516184	0.1258	0.09321
UP000516188	0.21815	0.1873
UP000516196	0.07144	0.04312
UP000516201	0.13134	0.0906
UP000516204	0.20902	0.10542
UP000516205	0.22696	0.18215
UP000516212	0.18247	0.13316
UP000516215	0.05588	0.04661
UP000516219	0.05183	0.04977
UP000516223	0.20706	0.11785
UP000516225	0.05394	0.04244
UP000516232	0.11742	0.05155
UP000516243	0.08571	0.05782
UP000516365	0.06433	0.10142
UP000516392	0.09161	0.07892
UP000516407	0.20268	0.16689
UP000516408	0.28452	0.09351
UP000516415	0.11227	0.06916
UP000516460	0.15635	0.1004
UP000516463	0.21253	0.19791
UP000516468	0.19227	0.17459
UP000516513	0.18166	0.10982
UP000516521	0.13077	0.11718
UP000516530	0.0706	0.10603
UP000516547	0.11628	0.08835
UP000516550	0.20981	0.18311
UP000516562	0.13559	0.09207
UP000516566	0.2376	0.12408
UP000516571	0.22789	0.09874
UP000516590	0.203	0.10246
UP000516597	0.13384	0.13635
UP000516639	0.16229	0.13699
UP000516645	0.20983	0.22457
UP000516653	0.13789	0.11989
UP000516657	0.20718	0.17046
UP000516716	0.05983	0.05775
UP000516732	0.2057	0.0852
UP000516780	0.15805	0.10613
UP000516798	0.13939	0.14143
UP000516808	0.15561	0.10559
UP000516823	0.19675	0.20065
UP000516826	0.15135	0.11743
UP000516882	0.12975	0.06058
UP000516893	0.10107	0.1134
UP000545774	0.07236	0.05336
UP000547887	0.07315	0.06661
UP000563607	0.05676	0.03633
UP000567690	0.11653	0.08221
UP000593599	0.10129	0.07243
UP000593603	0.24351	0.13227
UP000593614	0.26314	0.20834
UP000593627	0.07115	0.05751
UP000593635	0.13779	0.07698
UP000593642	0.13964	0.1057
UP000593686	0.09087	0.0606
UP000593702	0.12239	0.09285
UP000593713	0.0897	0.07598
UP000593732	0.10976	0.09013
UP000593734	0.08126	0.06083
UP000593741	0.07425	0.07909
UP000593744	0.12948	0.10628
UP000593824	0.1357	0.09527
UP000593828	0.08188	0.06191
UP000593838	0.1222	0.09144
UP000593848	0.18178	0.11961
UP000593850	0.12556	0.10295
UP000593856	0.20474	0.14793
UP000593882	0.05283	0.06425
UP000593898	0.10454	0.05804
UP000593899	0.07413	0.06319
UP000593911	0.21123	0.16385
UP000593934	0.06907	0.03775
UP000593938	0.07949	0.05075
UP000593952	0.15682	0.13025
UP000593965	0.1556	0.0987
UP000593979	0.10732	0.06346
UP000593985	0.07346	0.07026
UP000593991	0.06259	0.04716
UP000594003	0.10493	0.07305
UP000594004	0.10814	0.07939
UP000594005	0.09518	0.06977
UP000594028	0.09216	0.0769
UP000594029	0.06679	0.07339
UP000594030	0.04769	0.04279
UP000594037	0.12017	0.06192
UP000594044	0.16976	0.08626
UP000594045	0.20711	0.11485
UP000594051	0.10487	0.08641
UP000594055	0.07757	0.06895
UP000594057	0.10623	0.08575
UP000594068	0.17912	0.11887
UP000594083	0.20655	0.17532
UP000594086	0.09814	0.0712
UP000594097	0.12823	0.05215
UP000594112	0.37919	0.2524
UP000594117	0.11059	0.07245
UP000594129	0.09024	0.08616
UP000594132	0.06481	0.05681
UP000594135	0.2684	0.20031
UP000594150	0.09159	0.07301
UP000594155	0.15944	0.10086
UP000594161	0.08746	0.06945
UP000594162	0.1558	0.10147
UP000594166	0.17531	0.11381
UP000594167	0.08711	0.06346
UP000594184	0.14967	0.10451
UP000594201	0.46107	0.15279
UP000594342	0.21728	0.20128
UP000594363	0.22408	0.17449
UP000594402	0.09669	0.06777
UP000594403	0.11424	0.10021
UP000594449	0.23047	0.1376
UP000594450	0.2187	0.14236
UP000594475	0.24456	0.1006
UP000594479	0.11507	0.07252
UP000594507	0.10153	0.08044
UP000594509	0.15924	0.07954
UP000594510	0.05631	0.06437
UP000594514	0.12965	0.09757
UP000594531	0.11592	0.09141
UP000594545	0.07915	0.05122
UP000594561	0.09604	0.12123
UP000594566	0.06568	0.05348
UP000594573	0.11809	0.07525
UP000594581	0.15137	0.12863
UP000594588	0.10405	0.0702
UP000594599	0.25795	0.07194
UP000594602	0.22188	0.11039
UP000594606	0.28609	0.11345
UP000594620	0.19984	0.09174
UP000594647	0.16125	0.08894
UP000594665	0.14668	0.08003
UP000594680	0.0881	0.05062
UP000594687	0.207	0.09696
UP000594692	0.09002	0.0717
UP000594807	0.15336	0.14359
UP000594820	0.13063	0.1403
UP000594825	0.1056	0.12565
UP000594858	0.11747	0.14032
UP000594859	0.06903	0.04612
UP000594862	0.04595	0.03514
UP000594906	0.05296	0.09567
UP000594946	0.13634	0.09017
UP000595003	0.13369	0.13708
UP000595005	0.08296	0.07935
UP000595016	0.14234	0.097
UP000595020	0.08193	0.07685
UP000595073	0.09089	0.11951
UP000595090	0.30325	0.21218
UP000595099	0.11515	0.12557
UP000595162	0.23246	0.16712
UP000595170	0.15837	0.10782
UP000595232	0.11378	0.10953
UP000595249	0.12984	0.0792
UP000595260	0.23038	0.18365
UP000595268	0.13908	0.06971
UP000595272	0.17512	0.12043
UP000595298	0.12085	0.14089
UP000595300	0.11429	0.08501
UP000595307	0.07414	0.04854
UP000595319	0.11041	0.04924
UP000595337	0.12536	0.09153
UP000595338	0.21747	0.12303
UP000595389	0.11584	0.07232
UP000595413	0.07989	0.07828
UP000595458	0.18989	0.12092
UP000595472	0.17002	0.1104
UP000595480	0.14836	0.088
UP000595525	0.06678	0.0581
UP000595544	0.10491	0.10422
UP000595574	0.078	0.04848
UP000595580	0.22363	0.15251
UP000595587	0.1776	0.11031
UP000595650	0.20077	0.2036
UP000595652	0.13693	0.14217
UP000595692	0.17685	0.10254
UP000595699	0.13077	0.06471
UP000595714	0.07805	0.05463
UP000595790	0.27624	0.21994
UP000595806	0.09423	0.06636
UP000595872	0.22398	0.11542
UP000595883	0.11658	0.08493
UP000595893	0.14292	0.0914
UP000595936	0.0795	0.05494
UP000595958	0.23723	0.21506
UP000595970	0.21391	0.10472
UP000595980	0.14852	0.06837
UP000595997	0.23342	0.11823
UP000596077	0.2148	0.12865
UP000596080	0.09871	0.07364
UP000596085	0.1987	0.18631
UP000596123	0.13761	0.11711
UP000596151	0.12678	0.16547
UP000596172	0.08438	0.05976
UP000596175	0.13183	0.12188
UP000596200	0.12613	0.07419
UP000596203	0.18233	0.11953
UP000596242	0.09722	0.05496
UP000596247	0.07551	0.06355
UP000596259	0.0635	0.04444
UP000596291	0.11906	0.08584
UP000596295	0.11552	0.07257
UP000596297	0.04848	0.04193
UP000596298	0.08109	0.05739
UP000596304	0.08047	0.05585
UP000596328	0.21292	0.16226
UP000596333	0.14199	0.09176
UP000596342	0.10432	0.06454
UP000596346	0.13823	0.08134
UP000596378	0.09523	0.06209
UP000596381	0.05269	0.05599
UP000596413	0.15149	0.09708
UP000598603	0.14939	0.13067
UP000603881	0.1428	0.19299
UP000604923	0.15354	0.14396
UP000605518	0.06609	0.05259
UP000606879	0.19722	0.11761
UP000608146	0.07923	0.06776
UP000608636	0.12344	0.13805
UP000608978	0.1403	0.13302
UP000609967	0.10311	0.15219
UP000610026	0.16792	0.12884
UP000616300	0.13234	0.11453
UP000617684	0.13454	0.13368
UP000618048	0.34379	0.21095
UP000618148	0.13845	0.12273
UP000619907	0.13516	0.11784
UP000620072	0.12096	0.07086
UP000620482	0.10952	0.09638
UP000622430	0.13194	0.09997
UP000623593	0.16987	0.09115
UP000624328	0.21774	0.15456
UP000626490	0.12909	0.11165
UP000627420	0.28895	0.16018
UP000627498	0.07473	0.06203
UP000628366	0.16074	0.13212
UP000629758	0.14882	0.14394
UP000631800	0.19366	0.19872
UP000632232	0.16241	0.16041
UP000633013	0.09884	0.06608
UP000633244	0.10587	0.10123
UP000633961	0.1622	0.15067
UP000638912	0.12271	0.102
UP000640747	0.11437	0.09159
UP000641292	0.10698	0.08784
UP000642258	0.18745	0.09332
UP000643524	0.25446	0.20529
UP000646117	0.20604	0.21305
UP000647641	0.10465	0.11427
UP000648299	0.09929	0.09973
UP000648714	0.0683	0.09042
UP000649036	0.09355	0.06267
UP000649137	0.112	0.08478
UP000651626	0.07691	0.05832
UP000652501	0.07537	0.06444
UP000653213	0.17642	0.18265
UP000653557	0.08821	0.09183
UP000654052	0.21902	0.1801
UP000654728	0.09637	0.07749
UP000656384	0.11577	0.10805
UP000656987	0.11895	0.11636
UP000657963	0.13606	0.1172
UP000658495	0.08156	0.07963
UP000659023	0.15485	0.10661
UP000659877	0.1442	0.13848
UP000661685	0.18517	0.11776
UP000662651	0.32867	0.25311
UP000662754	0.1149	0.08007
UP000662756	0.17983	0.0717
UP000662757	0.23168	0.22528
UP000662760	0.10093	0.10409
UP000662767	0.20981	0.17181
UP000662784	0.11505	0.08001
UP000662786	0.16052	0.17019
UP000662790	0.14917	0.15715
UP000662797	0.25118	0.15129
UP000662843	0.17374	0.14321
UP000662847	0.04793	0.03838
UP000662848	0.15823	0.11744
UP000662854	0.21799	0.22016
UP000662856	0.22284	0.19645
UP000662859	0.16222	0.13855
UP000662862	0.16516	0.18335
UP000662864	0.1955	0.13296
UP000662876	0.16392	0.13835
UP000662885	0.07451	0.07243
UP000662891	0.11481	0.07127
UP000662899	0.17587	0.12441
UP000662906	0.17218	0.13138
UP000662909	0.21548	0.17707
UP000662913	0.21394	0.13123
UP000662926	0.12481	0.05676
UP000662930	0.21446	0.21346
UP000662980	0.23441	0.17683
UP000663010	0.3943	0.23072
UP000663012	0.06425	0.08905
UP000663035	0.21877	0.21753
UP000663042	0.05452	0.05087
UP000663068	0.07002	0.05102
UP000663070	0.13032	0.08145
UP000663080	0.24892	0.15136
UP000663109	0.1309	0.10834
UP000663114	0.12998	0.1457
UP000663144	0.16764	0.12471
UP000663155	0.08812	0.06662
UP000663160	0.20615	0.1947
UP000663168	0.33099	0.18664
UP000663175	0.24022	0.15715
UP000663176	0.10601	0.09397
UP000663184	0.40081	0.22282
UP000663201	0.09319	0.06218
UP000663220	0.1619	0.12299
UP000663222	0.1959	0.1847
UP000663226	0.18277	0.19954
UP000663243	0.18604	0.22041
UP000663244	0.17021	0.10382
UP000663251	0.15372	0.15563
UP000663263	0.13708	0.13124
UP000663273	0.16591	0.17885
UP000663275	0.20436	0.21695
UP000663288	0.18284	0.09199
UP000663308	0.17827	0.18913
UP000663311	0.23147	0.12445
UP000663313	0.08639	0.06544
UP000663341	0.19021	0.11685
UP000663368	0.07093	0.07435
UP000663380	0.23544	0.16643
UP000663384	0.27076	0.16709
UP000663390	0.11179	0.06767
UP000663393	0.18041	0.08576
UP000663395	0.20159	0.17354
UP000663424	0.20848	0.14661
UP000663428	0.23666	0.21872
UP000663463	0.27532	0.14653
UP000663465	0.16159	0.15314
UP000663469	0.27715	0.18968
UP000663480	0.23933	0.23679
